moviename,openingdate,attendance,screen,playcount,director,actor,openingmonth,country_abroad,country_domestic,distributor_etc_distributor,distributor_major_abroad,distributor_major_domestic,genre_action,genre_adventure,genre_animation,genre_comedy,genre_crime,genre_drama,genre_etc,genre_fantasy,genre_fear,genre_mystery,genre_romance,genre_sf,genre_thriller,filmrank_G_rated,filmrank_PG 12,filmrank_PG 15,filmrank_X_rated,sales
러브픽션,2012-02-29,1726202,617,44130,1726202,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13200412500
퍼시 잭슨과 번개 도둑,2010-02-11,1846180,334,43667,932025,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13158158500
터보,2013-07-25,1924414,634,28783,1924414,3,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13116737000
스타트렉 다크니스,2013-05-30,1605271,607,40504,1346973,3,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12964828000
정직한 후보,2020-02-12,1538038,1187,89425,1309893,3,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12854297030
도어락,2018-12-05,1559616,954,53732,1559616,3,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12792097886
전설의 주먹,2013-04-10,1744585,724,57593,1989220,3,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12777314500
인디펜던스 데이 : 리써전스,2016-06-22,1500830,926,47432,965055,3,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12770879840
언터처블: 1%의 우정,2012-03-22,1720472,454,48976,1720472,2,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12735040000
평양성,2011-01-27,1717566,483,41860,1424759,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12684530500
임금님의 사건수첩,2017-04-26,1635003,1054,53005,1753842,2,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12651193723
어스,2019-03-27,1475087,1132,58522,1475087,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12586771104
마다가스카3 : 이번엔 서커스다!,2012-06-06,1629799,564,34150,1571069,3,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12521043500
블랙 스완,2011-02-24,1623310,344,46840,1623310,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12484661500
엑소더스: 신들과 왕들,2014-12-03,1511195,865,43742,1263301,2,12,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12442681926
집으로 가는 길,2013-12-11,1763231,740,39811,1763231,2,12,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12373339745
드래곤 길들이기 3,2019-01-30,1507922,971,42407,2356796,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12346432876
공범,2013-10-24,1766285,611,51425,1766285,3,10,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12333110882
더 폰,2015-10-22,1593694,794,53599,1593694,3,10,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12309164568
분노의 질주: 언리미티드,2011-04-20,1621973,457,43329,1523348,3,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12292868000
아이스 에이지 4: 대륙 이동설,2012-07-25,1648110,501,26899,1648110,3,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12291969704
두근두근 내 인생,2014-09-03,1624601,629,40158,1624601,3,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12291081634
공모자들,2012-08-29,1646142,496,44959,959726,3,8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12240964500
말레피센트 2,2019-10-17,1444952,1108,63768,1964124,3,10,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12191395690
대호,2015-12-16,1584168,892,39599,1584168,3,12,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12104808332
나의 특별한 형제,2019-05-01,1478156,936,49927,1225293,3,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12081618074
그대를 사랑합니다,2011-02-17,1645505,292,57869,1645505,3,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12041827000
차이나타운,2015-04-29,1472106,551,45137,1649509,3,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11990370378
램페이지,2018-04-12,1385511,909,55295,1417198,3,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11951980109
리틀 포레스트,2018-02-28,1506269,884,68414,1506269,3,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11929202185
파파로티,2013-03-14,1716429,552,53601,1716429,3,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,11825934000
부라더,2017-11-02,1492903,889,54975,1492903,2,11,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11783109998
하울링,2012-02-16,1612554,550,44753,1902415,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11765293500
우아한 거짓말,2014-03-13,1619188,573,57492,3154621,3,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11728460300
신들의 전쟁,2011-11-10,1338411,525,46169,1338411,3,11,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11726682000
해무(海霧),2014-08-13,1475507,584,33490,1475507,3,8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11706782519
오션스8,2018-06-13,1335829,837,55372,971892,3,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11700157266
피끓는 청춘,2014-01-22,1676040,679,36082,1676040,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11688382888
무적자,2010-09-16,1546132,412,46186,1343677,3,9,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11629780500
로빈 후드,2010-05-13,1570681,544,41953,1570681,3,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11560588500
황해,2010-12-22,1497242,618,23295,4188575,3,12,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11524115000
탐정 홍길동: 사라진 마을,2016-05-04,1430885,764,41076,2833113,2,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,11516170845
마다가스카의 펭귄,2014-12-31,1512340,615,27171,1571069,3,12,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11450482159
골든슬럼버,2018-02-14,1387508,833,42991,1387508,3,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11412768798
벤허,2016-09-14,1400301,717,38941,872588,3,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11410860395
인간중독,2014-05-14,1441973,682,44057,2213728,3,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11284912400
용의자X,2012-10-18,1552055,553,42989,1753320,3,10,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11241013000
오블리비언,2013-04-11,1515356,634,47871,1515356,3,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11165841500
가디언즈 오브 갤럭시,2014-07-31,1311190,539,22417,1701053,3,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11098239184
해피 데스데이,2017-11-08,1382650,714,52101,1382650,2,11,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11004455402
오케이 마담,2020-08-12,1228968,1288,82969,1146205,3,8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10981600110
클로젯,2020-02-05,1270835,1197,71453,1270835,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10971962280
브이아이피,2017-08-23,1373316,996,44650,3081633,3,8,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10956621835
나니아 연대기: 새벽 출정호의 항해,2010-12-08,1140201,493,32481,1140201,3,12,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10889884000
새미의 어드벤쳐 2,2012-08-01,1457380,486,26436,725482,3,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10856204000
다이하드: 굿 데이 투 다이,2013-02-06,1438056,459,33055,1438056,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10825703000
말레피센트,2014-05-29,1397526,554,38894,1964124,3,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10776965900
에이리언: 커버넌트,2017-05-09,1307226,841,41761,1263301,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10745826264
사라진 밤,2018-03-07,1315726,925,60087,1315726,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10697981316
브레이킹 던 part1,2011-11-30,1459449,636,43060,1476866,2,11,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10692564000
기억의 밤,2017-11-29,1386611,759,52847,1386611,2,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10646654660
드라큘라: 전설의 시작,2014-10-08,1321751,477,46483,1321751,3,10,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10607703908
위대한 개츠비,2013-05-16,1445248,562,36008,1445248,3,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10581329643
특별시민,2017-04-26,1362634,1154,46377,896785,3,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10494768945
궁합,2018-02-28,1340117,966,52427,1340117,2,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10478875438
퓨리,2014-11-20,1362114,590,37155,1362114,3,11,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10367640686
장산범,2017-08-17,1306438,711,34768,1306438,2,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10341783083
퍼펙트맨,2019-10-02,1240022,894,50055,1240022,2,10,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10311352770
스윙키즈,2018-12-19,1258811,984,32237,2637086,3,12,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10308565602
폼페이: 최후의 날,2014-02-20,1373873,561,43288,845717,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10303127700
구르믈 버서난 달처럼,2010-04-28,1383867,506,48314,1424759,3,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10241716500
유열의 음악앨범,2019-08-28,1245532,1078,59626,1295945,2,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10233455040
스타트렉 비욘드,2016-08-17,1157156,716,38199,1523348,3,8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10190375820
라푼젤,2011-02-10,1011163,328,22107,1011163,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10161464800
해치지않아,2020-01-15,1209689,1216,53441,903270,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10154099090
워크래프트: 전쟁의 서막,2016-06-09,1163274,736,34087,1220482,3,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10142271205
런닝맨,2013-04-04,1422844,567,45995,1422844,3,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10060239500
셜록: 유령신부,2016-01-02,1278894,891,32683,1278894,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9992425049
"힘을 내요, 미스터 리",2019-09-11,1181960,990,41831,4078625,3,9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9930518906
특별수사: 사형수의 편지,2016-06-16,1241899,691,39372,1241899,3,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9929947065
은교,2012-04-25,1346359,521,41683,1295945,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9918274444
해빙,2017-03-01,1204600,915,46227,1204600,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9905406822
생일,2019-04-03,1197565,878,71797,1197565,2,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9885147340
월드 인베이젼,2011-03-10,1307873,441,44241,1100450,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9799358000
헬로우 고스트,2010-12-22,1356230,472,22865,1262896,3,12,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9796273500
바람 바람 바람,2018-04-05,1194229,985,57939,6834886,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9784385375
잃어버린 세계를 찾아서 2: 신비의 섬,2012-01-19,1149628,398,27236,1417198,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9784305000
굿 다이노,2016-01-07,1328913,814,33127,1328913,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9756167238
차형사,2012-05-30,1346754,433,39152,1346754,3,5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9752555296
악녀,2017-06-08,1208081,685,46070,1968939,3,6,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9739662144
시간이탈자,2016-04-13,1202384,733,55075,1202384,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9731838195
슈퍼 배드,2010-09-16,1027050,338,24577,2175962,3,9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9717463000
점박이:한반도의 공룡3D,2012-01-26,1050852,457,22475,713082,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9681445500
소스 코드,2011-05-04,1277690,403,38744,1220482,2,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9640238500
챔피언,2018-05-01,1128774,874,47320,1128774,1,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9471138230
간기남,2012-04-11,1246185,396,38155,1182231,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9356404500
미스터 고,2013-07-17,1328888,840,38263,6491963,2,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9337976000
간첩,2012-09-20,1310895,576,41726,2977866,3,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9316548500
항거:유관순 이야기,2019-02-27,1157949,1094,46159,1157949,3,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9291455101
롱 리브 더 킹: 목포 영웅,2019-06-19,1094404,965,38839,1094404,3,6,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9228798910
심야의 F.M.,2010-10-14,1208306,423,50423,1208306,4,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9179170500
찌라시: 위험한 소문,2014-02-20,1221427,560,37426,2450084,3,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9111748087
메리다와 마법의 숲,2012-09-27,1231024,479,22087,1231024,3,9,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9024766000
엘리시움,2013-08-29,1207732,588,31515,890696,3,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9017994500
"당신, 거기 있어줄래요",2016-12-14,1124815,767,39181,1168829,3,12,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8999085248
장사리 : 잊혀진 영웅들,2019-09-25,1140876,1090,47821,1917958,3,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8997921050
퍼시픽 림: 업라이징,2018-03-21,1077235,1145,49600,1808174,2,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8962712795
토탈 리콜,2012-08-15,1219637,448,27089,1219637,3,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8958236000
빅매치,2014-11-27,1177438,627,38527,1177438,3,11,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8952096578
간신,2015-05-21,1110246,697,40580,1590719,3,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8946842910
슬로우 비디오,2014-10-02,1169562,618,40665,1262896,2,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8913092219
라이트 아웃,2016-08-24,1111284,659,34444,1234282,3,8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8893059975
동주,2016-02-17,1172641,543,39958,1424759,3,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8889077089
미씽: 사라진 여자,2016-11-30,1153109,790,40617,2152990,2,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8881616256
"날, 보러와요",2016-04-07,1063442,683,49237,1146205,3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8836144063
돈의 맛,2012-05-17,1166018,643,36922,1166018,3,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8780178611
더 넌,2018-09-19,1011580,824,32736,1011580,3,9,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8777844795
쥬만지: 넥스트 레벨,2019-12-11,1054963,1195,42083,1381817,3,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8774663410
장수상회,2015-04-09,1165780,688,52928,861204,3,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8737364643
성난 변호사,2015-10-08,1128288,607,36990,925955,3,10,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8723650039
천문: 하늘에 묻는다,2019-12-26,1035024,929,43246,3317126,2,12,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8695248070
메가마인드,2011-01-13,875631,414,22905,1663938,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8688842000
육혈포 강도단,2010-03-18,1214237,319,51941,1368505,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8651186000
스카이스크래퍼,2018-07-11,1002858,831,40862,742455,2,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8612111718
R2B: 리턴투베이스,2012-08-15,1201944,539,32881,1201944,3,8,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8602921371
프로메테우스,2012-06-06,971482,521,31629,1263301,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8600146099
깡철이,2013-10-02,1209363,707,43102,1209363,2,10,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8572344462
용서는 없다,2010-01-07,1118277,323,33614,1182231,6,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8544828000
더 웹툰: 예고살인,2013-06-27,1201457,541,35931,1201457,2,6,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8537683070
스타워즈: 라스트 제다이,2017-12-14,946547,1107,30914,555288,3,12,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8535886061
마이펫의 이중생활 2,2019-07-31,1114949,933,30858,1311466,3,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8512902825
지오스톰,2017-10-19,1028384,854,35453,1028384,3,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8480864614
맨 인 더 다크,2016-10-05,1003406,671,40136,1003406,3,10,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8480368672
결혼전야,2013-11-21,1212843,524,38819,1168829,3,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8434175719
웜 바디스,2013-03-14,1169839,477,37960,1169839,3,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8361708124
회사원,2012-10-11,1110523,549,41275,1110523,2,10,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8321175000
존 윅 3: 파라벨룸,2019-06-26,1004365,849,29819,1004365,1,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8205015858
씽,2016-12-21,1063175,795,19645,1063175,3,12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8203857789
박물관이 살아있다 : 비밀의 무덤,2015-01-14,1101678,500,30146,2340672,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8170784606
고령화 가족,2013-05-09,1141222,583,37524,1343677,3,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8169492153
그놈이다,2015-10-28,1046015,681,38678,1046015,3,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8096427152
특수본,2011-11-24,1118258,471,40881,1118258,3,11,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8096052500
가디언즈,2012-11-29,1056250,470,21045,1701053,3,11,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8083010500
베스트셀러,2010-04-15,1081752,308,41064,1035829,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7983184500
수상한 고객들,2011-04-14,1059350,411,33930,1059350,1,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7953428000
몬스터 호텔 3,2018-08-08,1072220,715,21247,973291,2,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7934082800
1917,2020-02-19,877017,932,91511,1691307,2,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7924722960
김종욱 찾기,2010-12-08,1081748,427,31167,1309893,2,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7894328000
나랏말싸미,2019-07-24,958775,1211,39206,958775,3,7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7871240823
결백,2020-06-10,894025,1112,74532,894025,3,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7859629340
헝거게임: 캣칭 파이어,2013-11-21,1125739,630,33686,928878,3,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7850816000
더 울버린,2013-07-25,1075333,707,26905,619031,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7849518000
방황하는 칼날,2014-04-10,989906,594,38850,1035829,2,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7828891800
"고산자, 대동여지도",2016-09-07,974262,765,38048,1989220,2,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7801007258
셜록 홈즈,2009-12-23,1052059,359,25768,1052059,2,12,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7787961500
개구쟁이 스머프,2011-08-11,1027436,399,18225,974612,3,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7722519000
파괴된 사나이,2010-07-01,1012310,363,31985,2977866,3,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7692092100
미 비포 유,2016-06-01,945172,481,28458,945172,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7663772990
마루 밑 아리에티,2010-09-09,1065967,337,29804,800649,3,9,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7649985500
엑스맨: 다크 피닉스,2019-06-05,862744,991,29386,862744,3,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7649216640
매그니피센트 7,2016-09-14,921317,579,27648,921317,3,9,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7633490421
갓 오브 이집트,2016-03-03,919834,618,35323,919834,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7621291624
타이탄의 분노,2012-03-29,893027,535,33580,1100450,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7591124500
오직 그대만,2011-10-20,1027622,435,35365,1027622,2,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7591008500
불한당: 나쁜 놈들의 세상,2017-05-17,939535,860,37913,1363183,2,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7587004625
심장이 뛴다,2011-01-05,1006947,445,26778,1006947,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7538083500
"님아, 그 강을 건너지 마오",2014-11-27,955433,486,26199,955433,2,11,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7510901600
월요일이 사라졌다,2018-02-22,903175,381,24247,586342,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7489885100
