moviename,openingdate,sales,attendance,screen,playcount,country,country_label,distributor,distributor_label,director,actor,filmrank,filmrank_label,openingmonth
로건,2017-03-01,18391060223,2169109,954,68709,abroad,1,major_abroad,1,2169109,3,PG 12,1,3
가문의 영광4 - 가문의 수난,2011-09-07,17792219500,2368267,537,48432,domestic,0,major_domestic,0,2368267,3,PG 15,0,9
굿바이 싱글,2016-06-29,16912706195,2108273,841,56380,domestic,0,major_domestic,0,2108273,3,PG 15,0,6
나잇&데이,2010-06-24,16777869600,2243484,494,54797,abroad,1,etc_distributor,2,2243484,1,X_rated,3,6
봉이 김선달,2016-07-06,16227052642,2051277,942,51418,domestic,0,major_domestic,0,2051277,3,PG 12,1,7
걸캅스,2019-05-09,13812802134,1629528,973,63163,domestic,0,major_domestic,0,1629528,2,PG 15,0,5
닥터 두리틀,2020-01-08,13449206760,1607082,1290,68634,abroad,1,major_abroad,1,1607082,1,G_rated,2,1
정직한 후보,2020-02-12,12854297030,1538038,1187,89425,domestic,0,major_domestic,0,1309893,3,PG 12,1,2
언터처블: 1%의 우정,2012-03-22,12735040000,1720472,454,48976,abroad,1,major_domestic,0,1720472,2,PG 12,1,3
평양성,2011-01-27,12684530500,1717566,483,41860,domestic,0,major_domestic,0,1424759,3,PG 12,1,1
임금님의 사건수첩,2017-04-26,12651193723,1635003,1054,53005,domestic,0,major_domestic,0,1753842,2,PG 12,1,4
피끓는 청춘,2014-01-22,11688382888,1676040,679,36082,domestic,0,major_domestic,0,1676040,3,PG 15,0,1
오케이 마담,2020-08-12,10981600110,1228968,1288,82969,domestic,0,etc_distributor,2,1146205,3,PG 15,0,8
궁합,2018-02-28,10478875438,1340117,966,52427,domestic,0,major_domestic,0,1340117,2,PG 12,1,2
퍼펙트맨,2019-10-02,10311352770,1240022,894,50055,domestic,0,major_domestic,0,1240022,2,PG 15,0,10
해치지않아,2020-01-15,10154099090,1209689,1216,53441,domestic,0,etc_distributor,2,903270,3,PG 12,1,1
"힘을 내요, 미스터 리",2019-09-11,9930518906,1181960,990,41831,domestic,0,major_domestic,0,4078625,3,PG 12,1,9
헬로우 고스트,2010-12-22,9796273500,1356230,472,22865,domestic,0,major_domestic,0,1262896,3,PG 12,1,12
바람 바람 바람,2018-04-05,9784385375,1194229,985,57939,domestic,0,major_domestic,0,6834886,3,X_rated,3,4
차형사,2012-05-30,9752555296,1346754,433,39152,domestic,0,major_domestic,0,1346754,3,PG 15,0,5
웜 바디스,2013-03-14,8361708124,1169839,477,37960,abroad,1,major_domestic,0,1169839,3,PG 15,0,3
수상한 고객들,2011-04-14,7953428000,1059350,411,33930,domestic,0,major_domestic,0,1059350,1,PG 15,0,4
염력,2018-01-31,7484644112,990104,1099,45623,domestic,0,major_domestic,0,5455944,2,PG 15,0,1
미쓰 와이프,2015-08-13,7387086869,988451,437,28864,domestic,0,etc_distributor,2,1368505,2,PG 15,0,8
그것,2017-09-06,7335022607,888836,837,35430,abroad,1,major_abroad,1,2154087,3,PG 12,1,9
우리는 형제입니다,2014-10-23,7263255399,970373,566,41638,domestic,0,major_domestic,0,628336,3,PG 12,1,10
가문의 영광5 - 가문의 귀환,2012-12-19,7245056500,1012223,447,22573,domestic,0,major_domestic,0,686134,3,PG 15,0,12
파퍼씨네 펭귄들,2011-09-07,7049177000,980387,333,26307,abroad,1,etc_distributor,2,980387,3,G_rated,2,9
방가? 방가!,2010-09-30,7013842000,972431,312,41556,domestic,0,etc_distributor,2,1225293,3,PG 12,1,9
점쟁이들,2012-10-03,6731202500,953682,479,31577,domestic,0,major_domestic,0,528858,3,PG 15,0,10
전국노래자랑,2013-05-01,6687636000,978413,581,41649,domestic,0,major_domestic,0,955734,3,PG 12,1,5
브리짓 존스의 베이비,2016-09-28,6678585874,820995,509,30736,abroad,1,major_abroad,1,820995,3,PG 15,0,9
체포왕,2011-05-04,6413325500,870887,407,32545,domestic,0,major_domestic,0,870887,2,PG 15,0,5
주유소 습격사건 2,2010-01-21,5379208500,729834,315,27844,domestic,0,etc_distributor,2,729834,3,PG 15,0,1
미스터 주: 사라진 VIP,2020-01-22,5071671660,603203,692,28187,domestic,0,etc_distributor,2,1174004,3,PG 12,1,1
아빠는 딸,2017-04-12,5054757395,647305,586,33263,domestic,0,etc_distributor,2,647305,2,PG 12,1,4
내 깡패 같은 애인,2010-05-20,5028520000,688639,265,25806,domestic,0,major_domestic,0,2450084,2,PG 15,0,5
플랜맨,2014-01-09,4528561558,632299,458,20459,domestic,0,major_domestic,0,632299,2,PG 15,0,1
더 울프 오브 월스트리트,2014-01-09,4490682000,585082,395,13735,abroad,1,etc_distributor,2,787652,3,X_rated,3,1
미쓰GO,2012-06-21,4441859000,611685,440,24851,domestic,0,major_domestic,0,611685,3,PG 15,0,6
반가운 살인자,2010-04-08,4285830500,590531,264,29724,domestic,0,major_domestic,0,590531,6,PG 15,0,4
이층의 악당,2010-11-24,4271750500,596851,379,26998,domestic,0,etc_distributor,2,903270,2,PG 15,0,11
퀴즈왕,2010-09-16,4188846000,573001,321,23579,domestic,0,etc_distributor,2,628336,3,PG 15,0,9
헬머니,2015-03-05,4120166972,522929,422,24846,domestic,0,major_domestic,0,522929,3,X_rated,3,3
라스트 갓파더,2010-12-29,3953691500,543544,493,8275,domestic,0,major_domestic,0,543544,3,PG 12,1,12
원더풀 고스트,2018-09-26,3720931600,450374,351,13999,domestic,0,etc_distributor,2,450374,3,PG 12,1,9
불량남녀,2010-11-04,3562190000,483387,338,24441,domestic,0,major_domestic,0,483387,4,PG 15,0,11
아부의 왕,2012-06-21,3511102500,497880,428,22060,domestic,0,major_domestic,0,497880,3,PG 15,0,6
조선미녀삼총사,2014-01-29,3471341321,480361,388,14031,domestic,0,major_domestic,0,480361,3,PG 12,1,1
캐치미,2013-12-18,3293262500,480434,517,16151,domestic,0,major_domestic,0,480434,2,PG 12,1,12
섹스 앤 더 시티 2,2010-06-10,3022970000,398347,233,14265,abroad,1,major_abroad,1,398347,3,X_rated,3,6
오! 문희,2020-09-02,2802734600,351730,1110,52239,domestic,0,etc_distributor,2,8982706,2,PG 12,1,9
커플즈,2011-11-02,2705566500,360045,387,19564,domestic,0,etc_distributor,2,686134,3,PG 15,0,11
미드나잇 인 파리,2012-07-05,2633727398,355081,189,9256,abroad,1,etc_distributor,2,221924,3,PG 15,0,7
패딩턴 2,2018-02-08,2555480200,339014,629,14455,abroad,1,etc_distributor,2,322058,3,G_rated,2,2
위대한 소원,2016-04-21,2440004213,308398,524,22769,domestic,0,major_domestic,0,297725,3,PG 15,0,4
기방도령,2019-07-10,2330230190,287053,625,16652,domestic,0,etc_distributor,2,297725,3,PG 15,0,7
패딩턴,2015-01-07,2246438729,305102,408,9738,abroad,1,major_domestic,0,322058,3,G_rated,2,1
기묘한 가족,2019-02-13,2121514275,263598,625,15314,domestic,0,etc_distributor,2,263598,3,PG 12,1,2
친구와 연인사이,2011-02-10,2099697500,267843,183,9010,abroad,1,major_domestic,0,267843,2,X_rated,3,2
상하이,2011-01-27,2039939000,269157,223,13005,abroad,1,major_domestic,0,269157,3,PG 12,1,1
롤러코스터,2013-10-17,1913087600,270148,374,14726,domestic,0,major_domestic,0,612913,2,PG 15,0,10
사랑은 너무 복잡해,2010-03-11,1741752000,234083,180,12117,abroad,1,major_abroad,1,1922323,6,X_rated,3,3
조조 래빗,2020-02-05,965388200,112136,277,9147,abroad,1,major_abroad,1,2482957,3,PG 12,1,2
죽지않는 인간들의 밤,2020-09-29,852639440,104034,570,12667,domestic,0,etc_distributor,2,528858,3,PG 15,0,9
카페 벨에포크,2020-05-20,550495880,66078,463,10688,abroad,1,etc_distributor,2,66078,3,PG 15,0,5
나의 첫 번째 슈퍼스타,2020-06-10,474367360,53748,462,8832,abroad,1,major_abroad,1,53748,2,PG 12,1,6
프리키 데스데이,2020-11-25,451225690,51812,631,12882,abroad,1,major_abroad,1,232331,2,PG 15,0,11
