moviename,openingdate,sales,attendance,screen,playcount,country,country_label,director,genre,genre_label,actor,filmrank,filmrank_label,openingmonth
"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",2014-01-09,2080468500,320409,406,8363,abroad,1,276411,animation,6,1,G_rated,2,1
상하이,2011-01-27,2039939000,269157,223,13005,abroad,1,269157,comedy,0,3,PG 12,1,1
백 투 더 비기닝,2015-02-26,2018287400,266610,423,13839,abroad,1,266610,sf,7,3,PG 15,0,2
카우보이 & 에이리언,2011-08-11,1930249000,256346,269,8244,abroad,1,3141537,action,2,3,PG 15,0,8
롤러코스터,2013-10-17,1913087600,270148,374,14726,domestic,0,612913,comedy,0,2,PG 15,0,10
눈의 여왕,2013-02-07,1846221000,276913,316,6528,abroad,1,172036,animation,6,3,G_rated,2,2
신비아파트 극장판 하늘도깨비 대 요르문간드,2019-12-19,1757416340,222234,539,8629,domestic,0,222234,animation,6,3,G_rated,2,12
극장판 도라에몽: 진구의 인어대해전,2010-07-28,1741701000,260701,140,5639,abroad,1,260701,animation,6,3,G_rated,2,7
적과의 동침,2011-04-27,1740340000,243094,391,14069,domestic,0,243094,thriller,11,2,X_rated,3,4
명탐정 코난: 감청의 권,2019-07-24,1740310530,219078,602,8790,abroad,1,219078,animation,6,3,PG 12,1,7
극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,2011-12-22,1729310500,261757,237,3524,abroad,1,276411,animation,6,3,G_rated,2,12
마마,2011-06-01,1642407500,243209,269,12667,domestic,0,243209,drama,4,3,PG 15,0,6
기생충,2019-05-30,1576539450,227870,456,13536,domestic,0,4788931,drama,4,3,PG 15,0,5
극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,2012-12-19,1281250750,329560,275,5943,abroad,1,276411,animation,6,3,G_rated,2,12
극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,2020-08-20,1004751550,123329,661,13299,abroad,1,123329,animation,6,3,G_rated,2,8
위플래쉬,2015-03-12,473128620,53336,482,8264,abroad,1,286379,drama,4,2,PG 15,0,3
눈의 여왕4,2019-12-24,444649620,67159,271,2239,abroad,1,172036,animation,6,3,G_rated,2,12
