moviename,openingdate,sales,attendance,screen,playcount,country,country_label,distributor,distributor_label,director,genre,genre_label,actor,filmrank,filmrank_label,openingmonth
슬로우 비디오,2014-10-02,8913092219,1169562,618,40665,domestic,0,etc_distributor,2,1262896,drama,4,2,PG 12,1,10
라이트 아웃,2016-08-24,8893059975,1111284,659,34444,abroad,1,major_abroad,1,1234282,fear,12,3,PG 15,0,8
동주,2016-02-17,8889077089,1172641,543,39958,domestic,0,etc_distributor,2,1424759,drama,4,3,PG 12,1,2
미씽: 사라진 여자,2016-11-30,8881616256,1153109,790,40617,domestic,0,etc_distributor,2,2152990,mystery,9,2,PG 15,0,11
"날, 보러와요",2016-04-07,8836144063,1063442,683,49237,domestic,0,etc_distributor,2,1146205,mystery,9,3,X_rated,3,4
돈의 맛,2012-05-17,8780178611,1166018,643,36922,domestic,0,major_domestic,0,1166018,drama,4,3,X_rated,3,5
더 넌,2018-09-19,8777844795,1011580,824,32736,abroad,1,major_abroad,1,1011580,fear,12,3,PG 15,0,9
쥬만지: 넥스트 레벨,2019-12-11,8774663410,1054963,1195,42083,abroad,1,etc_distributor,2,1381817,action,2,3,PG 12,1,12
장수상회,2015-04-09,8737364643,1165780,688,52928,domestic,0,major_domestic,0,861204,drama,4,3,PG 12,1,4
성난 변호사,2015-10-08,8723650039,1128288,607,36990,domestic,0,major_domestic,0,925955,crime,5,3,PG 15,0,10
천문: 하늘에 묻는다,2019-12-26,8695248070,1035024,929,43246,domestic,0,major_domestic,0,3317126,etc,1,2,PG 12,1,12
메가마인드,2011-01-13,8688842000,875631,414,22905,abroad,1,major_domestic,0,1663938,animation,6,3,G_rated,2,1
육혈포 강도단,2010-03-18,8651186000,1214237,319,51941,domestic,0,major_domestic,0,1368505,crime,5,3,PG 15,0,3
스카이스크래퍼,2018-07-11,8612111718,1002858,831,40862,abroad,1,major_abroad,1,742455,action,2,2,PG 12,1,7
R2B: 리턴투베이스,2012-08-15,8602921371,1201944,539,32881,domestic,0,major_domestic,0,1201944,action,2,3,PG 15,0,8
프로메테우스,2012-06-06,8600146099,971482,521,31629,abroad,1,etc_distributor,2,1263301,sf,7,3,X_rated,3,6
깡철이,2013-10-02,8572344462,1209363,707,43102,domestic,0,major_domestic,0,1209363,etc,1,2,PG 15,0,10
용서는 없다,2010-01-07,8544828000,1118277,323,33614,domestic,0,etc_distributor,2,1182231,crime,5,6,X_rated,3,1
더 웹툰: 예고살인,2013-06-27,8537683070,1201457,541,35931,domestic,0,major_domestic,0,1201457,fear,12,2,PG 15,0,6
스타워즈: 라스트 제다이,2017-12-14,8535886061,946547,1107,30914,abroad,1,major_abroad,1,555288,action,2,3,PG 12,1,12
마이펫의 이중생활 2,2019-07-31,8512902825,1114949,933,30858,abroad,1,major_abroad,1,1311466,animation,6,3,G_rated,2,7
지오스톰,2017-10-19,8480864614,1028384,854,35453,abroad,1,major_abroad,1,1028384,action,2,3,PG 12,1,10
맨 인 더 다크,2016-10-05,8480368672,1003406,671,40136,abroad,1,major_abroad,1,1003406,crime,5,3,X_rated,3,10
결혼전야,2013-11-21,8434175719,1212843,524,38819,domestic,0,etc_distributor,2,1168829,romance,10,3,PG 15,0,11
웜 바디스,2013-03-14,8361708124,1169839,477,37960,abroad,1,major_domestic,0,1169839,comedy,0,3,PG 15,0,3
회사원,2012-10-11,8321175000,1110523,549,41275,domestic,0,major_domestic,0,1110523,action,2,2,X_rated,3,10
존 윅 3: 파라벨룸,2019-06-26,8205015858,1004365,849,29819,abroad,1,etc_distributor,2,1004365,action,2,1,X_rated,3,6
씽,2016-12-21,8203857789,1063175,795,19645,abroad,1,major_abroad,1,1063175,animation,6,3,G_rated,2,12
박물관이 살아있다 : 비밀의 무덤,2015-01-14,8170784606,1101678,500,30146,abroad,1,etc_distributor,2,2340672,adventure,8,3,G_rated,2,1
고령화 가족,2013-05-09,8169492153,1141222,583,37524,domestic,0,major_domestic,0,1343677,drama,4,3,PG 15,0,5
그놈이다,2015-10-28,8096427152,1046015,681,38678,domestic,0,etc_distributor,2,1046015,thriller,11,3,PG 15,0,10
특수본,2011-11-24,8096052500,1118258,471,40881,domestic,0,major_domestic,0,1118258,action,2,3,PG 15,0,11
가디언즈,2012-11-29,8083010500,1056250,470,21045,abroad,1,major_domestic,0,1701053,action,2,3,PG 12,1,11
베스트셀러,2010-04-15,7983184500,1081752,308,41064,domestic,0,etc_distributor,2,1035829,mystery,9,1,PG 15,0,4
수상한 고객들,2011-04-14,7953428000,1059350,411,33930,domestic,0,major_domestic,0,1059350,comedy,0,1,PG 15,0,4
몬스터 호텔 3,2018-08-08,7934082800,1072220,715,21247,abroad,1,etc_distributor,2,973291,animation,6,2,G_rated,2,8
1917,2020-02-19,7924722960,877017,932,91511,abroad,1,etc_distributor,2,1691307,drama,4,2,PG 15,0,2
김종욱 찾기,2010-12-08,7894328000,1081748,427,31167,domestic,0,major_domestic,0,1309893,romance,10,2,PG 12,1,12
나랏말싸미,2019-07-24,7871240823,958775,1211,39206,domestic,0,etc_distributor,2,958775,drama,4,3,G_rated,2,7
결백,2020-06-10,7859629340,894025,1112,74532,domestic,0,etc_distributor,2,894025,drama,4,3,PG 15,0,6
헝거게임: 캣칭 파이어,2013-11-21,7850816000,1125739,630,33686,abroad,1,major_domestic,0,928878,fantasy,3,3,PG 15,0,11
더 울버린,2013-07-25,7849518000,1075333,707,26905,abroad,1,etc_distributor,2,619031,sf,7,1,PG 15,0,7
방황하는 칼날,2014-04-10,7828891800,989906,594,38850,domestic,0,major_domestic,0,1035829,thriller,11,2,X_rated,3,4
"고산자, 대동여지도",2016-09-07,7801007258,974262,765,38048,domestic,0,major_domestic,0,1989220,drama,4,2,G_rated,2,9
셜록 홈즈,2009-12-23,7787961500,1052059,359,25768,abroad,1,major_abroad,1,1052059,crime,5,2,PG 12,1,12
개구쟁이 스머프,2011-08-11,7722519000,1027436,399,18225,abroad,1,etc_distributor,2,974612,animation,6,3,G_rated,2,8
파괴된 사나이,2010-07-01,7692092100,1012310,363,31985,domestic,0,etc_distributor,2,2977866,thriller,11,3,X_rated,3,7
미 비포 유,2016-06-01,7663772990,945172,481,28458,abroad,1,major_abroad,1,945172,romance,10,2,PG 12,1,6
마루 밑 아리에티,2010-09-09,7649985500,1065967,337,29804,abroad,1,major_domestic,0,800649,animation,6,3,G_rated,2,9
엑스맨: 다크 피닉스,2019-06-05,7649216640,862744,991,29386,abroad,1,etc_distributor,2,862744,action,2,3,PG 12,1,6
매그니피센트 7,2016-09-14,7633490421,921317,579,27648,abroad,1,major_abroad,1,921317,action,2,3,PG 15,0,9
갓 오브 이집트,2016-03-03,7621291624,919834,618,35323,abroad,1,etc_distributor,2,919834,adventure,8,3,PG 12,1,3
타이탄의 분노,2012-03-29,7591124500,893027,535,33580,abroad,1,major_abroad,1,1100450,action,2,3,PG 12,1,3
오직 그대만,2011-10-20,7591008500,1027622,435,35365,domestic,0,major_domestic,0,1027622,romance,10,2,PG 15,0,10
불한당: 나쁜 놈들의 세상,2017-05-17,7587004625,939535,860,37913,domestic,0,major_domestic,0,1363183,crime,5,2,X_rated,3,5
심장이 뛴다,2011-01-05,7538083500,1006947,445,26778,domestic,0,major_domestic,0,1006947,etc,1,3,PG 15,0,1
"님아, 그 강을 건너지 마오",2014-11-27,7510901600,955433,486,26199,domestic,0,etc_distributor,2,955433,etc,1,2,G_rated,2,11
월요일이 사라졌다,2018-02-22,7489885100,903175,381,24247,abroad,1,etc_distributor,2,586342,action,2,3,PG 15,0,2
염력,2018-01-31,7484644112,990104,1099,45623,domestic,0,major_domestic,0,5455944,comedy,0,2,PG 15,0,1
맨 인 블랙: 인터내셔널,2019-06-12,7464209570,851917,1151,40520,abroad,1,major_domestic,0,2252577,action,2,2,PG 12,1,6
본 레거시,2012-09-06,7412233000,1015711,585,31628,abroad,1,major_abroad,1,1015711,action,2,3,PG 15,0,9
허삼관,2015-01-14,7408943569,955679,621,27645,domestic,0,major_domestic,0,612913,drama,4,2,PG 12,1,1
셔터 아일랜드,2010-03-18,7407854500,990223,272,29043,abroad,1,major_domestic,0,787652,drama,4,2,PG 15,0,3
미쓰 와이프,2015-08-13,7387086869,988451,437,28864,domestic,0,etc_distributor,2,1368505,comedy,0,2,PG 15,0,8
잭 더 자이언트 킬러,2013-02-28,7376481000,956154,507,27115,abroad,1,major_abroad,1,2233161,adventure,8,3,PG 12,1,2
시체가 돌아왔다,2012-03-29,7360631000,986923,435,36705,domestic,0,major_domestic,0,986923,crime,5,3,PG 15,0,3
스텝 업 3D,2010-08-05,7345439000,671845,250,14805,abroad,1,etc_distributor,2,1875958,drama,4,3,PG 12,1,8
그것,2017-09-06,7335022607,888836,837,35430,abroad,1,major_abroad,1,2154087,comedy,0,3,PG 12,1,9
로보캅,2014-02-13,7299641958,979509,627,29686,abroad,1,major_abroad,1,979509,action,2,3,PG 12,1,2
작은 아씨들,2020-02-12,7283877330,864782,1105,59781,abroad,1,etc_distributor,2,864782,drama,4,3,G_rated,2,2
우리는 형제입니다,2014-10-23,7263255399,970373,566,41638,domestic,0,major_domestic,0,628336,comedy,0,3,PG 12,1,10
가문의 영광5 - 가문의 귀환,2012-12-19,7245056500,1012223,447,22573,domestic,0,major_domestic,0,686134,comedy,0,3,PG 15,0,12
존 카터: 바숨 전쟁의 서막,2012-03-08,7229870500,838126,508,30760,abroad,1,etc_distributor,2,1719930,sf,7,3,PG 12,1,3
레전드 오브 타잔,2016-06-29,7196970717,858402,593,28021,abroad,1,major_abroad,1,2946451,action,2,3,PG 12,1,6
원더풀 라디오,2012-01-05,7193596000,977470,474,29167,domestic,0,major_domestic,0,879493,drama,4,2,PG 15,0,1
셜록홈즈 : 그림자 게임,2011-12-21,7168608500,949299,360,25140,abroad,1,major_abroad,1,512169,action,2,2,PG 15,0,12
스텝업4 : 레볼루션,2012-08-15,7157894000,953871,281,23522,abroad,1,major_domestic,0,639978,romance,10,2,PG 12,1,8
미드웨이,2019-12-31,7143163010,824836,842,32902,abroad,1,etc_distributor,2,965055,action,2,3,PG 15,0,12
애나벨,2014-10-02,7083492943,926027,464,29000,abroad,1,major_abroad,1,926027,fear,12,2,PG 15,0,10
파퍼씨네 펭귄들,2011-09-07,7049177000,980387,333,26307,abroad,1,etc_distributor,2,980387,comedy,0,3,G_rated,2,9
몬스터 호텔 2,2015-12-24,7029012585,962770,686,12388,abroad,1,major_abroad,1,973291,animation,6,3,G_rated,2,12
방가? 방가!,2010-09-30,7013842000,972431,312,41556,domestic,0,etc_distributor,2,1225293,comedy,0,3,PG 12,1,9
인랑,2018-07-25,7006622673,898945,1085,25427,domestic,0,major_abroad,1,898945,thriller,11,3,PG 15,0,7
살인의뢰,2015-03-12,6986456737,855980,646,35244,domestic,0,etc_distributor,2,2714941,crime,5,3,X_rated,3,3
시동,2019-12-18,6876716560,792493,825,34835,domestic,0,major_domestic,0,792493,drama,4,3,PG 15,0,12
뽀로로 극장판 슈퍼썰매 대모험,2013-01-23,6826641500,931342,459,19941,domestic,0,major_domestic,0,661551,animation,6,3,G_rated,2,1
돈 크라이 마미,2012-11-22,6798882099,972962,444,29539,domestic,0,etc_distributor,2,972962,thriller,11,3,PG 15,0,11
평행이론,2010-02-18,6793066000,921111,265,32341,domestic,0,major_domestic,0,921111,thriller,11,2,PG 15,0,2
하트 오브 더 씨,2015-12-03,6777420023,809399,535,29219,abroad,1,major_abroad,1,749235,action,2,3,PG 12,1,12
에픽 : 숲속의 전설,2013-08-07,6748072000,978785,471,18377,abroad,1,etc_distributor,2,978785,animation,6,3,G_rated,2,8
점쟁이들,2012-10-03,6731202500,953682,479,31577,domestic,0,major_domestic,0,528858,comedy,0,3,PG 15,0,10
투어리스트,2010-12-09,6728872000,901843,418,26842,abroad,1,etc_distributor,2,901843,action,2,2,PG 15,0,12
베이비 드라이버,2017-09-14,6699906214,822769,778,40531,abroad,1,etc_distributor,2,822769,action,2,3,PG 15,0,9
전국노래자랑,2013-05-01,6687636000,978413,581,41649,domestic,0,major_domestic,0,955734,comedy,0,3,PG 12,1,5
브리짓 존스의 베이비,2016-09-28,6678585874,820995,509,30736,abroad,1,major_abroad,1,820995,comedy,0,3,PG 15,0,9
디스 민즈 워,2012-02-29,6661435000,873396,351,32790,abroad,1,etc_distributor,2,873396,action,2,3,PG 15,0,2
틴틴 : 유니콘호의 비밀,2011-12-07,6646528500,803256,644,31075,abroad,1,major_domestic,0,1107519,adventure,8,3,G_rated,2,12
오리엔트 특급 살인,2017-11-29,6636205163,863567,707,35031,abroad,1,etc_distributor,2,961906,drama,4,3,PG 12,1,11
슈퍼배드 2,2013-09-12,6605655500,962862,424,17373,abroad,1,major_abroad,1,962862,animation,6,2,G_rated,2,9
극장판 헬로카봇 : 백악기 시대,2018-08-01,6589532500,879449,758,16173,domestic,0,major_domestic,0,613839,animation,6,3,G_rated,2,8
좋아해줘,2016-02-17,6572774337,848148,637,27125,domestic,0,major_domestic,0,848148,romance,10,3,PG 12,1,2
크루즈 패밀리,2013-05-16,6540951500,941824,525,21734,abroad,1,major_domestic,0,941824,animation,6,3,G_rated,2,5
레슬러,2018-05-09,6481379657,771141,957,43079,domestic,0,major_domestic,0,771141,drama,4,3,PG 15,0,5
레지던트 이블: 파멸의 날,2017-01-25,6422202365,765259,599,24450,abroad,1,major_abroad,1,845717,action,2,3,X_rated,3,1
체포왕,2011-05-04,6413325500,870887,407,32545,domestic,0,major_domestic,0,870887,comedy,0,2,PG 15,0,5
헝거게임: 모킹제이,2014-11-20,6400058044,854377,630,28796,abroad,1,major_domestic,0,928878,fantasy,3,3,PG 15,0,11
인시디어스 3,2015-07-09,6396650620,825517,416,20824,abroad,1,major_abroad,1,700280,fear,12,3,PG 15,0,7
손님,2015-07-09,6385937880,828025,634,23404,domestic,0,major_domestic,0,828025,fantasy,3,3,PG 15,0,7
스카이 라인,2010-11-24,6320601500,860340,427,31690,abroad,1,etc_distributor,2,860340,sf,7,2,PG 12,1,11
만추,2011-02-17,6313817000,845845,444,25590,domestic,0,major_domestic,0,845845,drama,4,2,PG 15,0,2
상류사회,2018-08-29,6313416163,768442,867,41725,domestic,0,major_domestic,0,768442,drama,4,2,X_rated,3,8
공각기동대 : 고스트 인 더 쉘,2017-03-29,6285970884,764072,807,36261,abroad,1,major_domestic,0,700351,sf,7,1,PG 15,0,3
대립군,2017-05-31,6276963402,837500,809,29084,domestic,0,etc_distributor,2,837500,drama,4,3,PG 15,0,5
보헤미안 랩소디,2018-10-31,6270535440,723804,732,27689,abroad,1,major_abroad,1,2233161,drama,4,3,PG 12,1,10
기술자들,2014-12-24,6241817635,786257,481,18808,domestic,0,major_domestic,0,959726,crime,5,3,PG 15,0,12
월터의 상상은 현실이 된다,2013-12-31,6134220799,834348,373,22938,abroad,1,etc_distributor,2,834348,adventure,8,3,PG 12,1,12
새미의 어드벤쳐,2010-12-15,6108607500,647860,309,14302,abroad,1,major_domestic,0,725482,animation,6,3,G_rated,2,12
물괴,2018-09-12,6106452954,723622,1183,46022,domestic,0,major_domestic,0,925955,action,2,3,PG 15,0,9
레드슈즈,2019-07-25,6103833190,817729,717,20376,domestic,0,major_domestic,0,817729,animation,6,3,G_rated,2,7
스플릿,2016-11-09,6102712539,758195,702,32616,domestic,0,etc_distributor,2,2253073,drama,4,3,PG 15,0,11
열한시,2013-11-28,6097792000,870785,512,32536,domestic,0,major_domestic,0,2137558,thriller,11,3,PG 15,0,11
퍼스트맨,2018-10-18,6094765639,665364,1190,40580,abroad,1,major_abroad,1,286379,sf,7,2,PG 12,1,10
캣츠,2019-12-24,6093167690,728328,1143,22732,abroad,1,major_abroad,1,728328,animation,6,3,G_rated,2,12
몬스터 호텔,2013-01-17,6080221500,884885,489,16647,abroad,1,major_abroad,1,973291,animation,6,2,G_rated,2,1
헝거게임: 더 파이널,2015-11-18,6069167163,806520,661,26973,abroad,1,major_domestic,0,928878,action,2,3,PG 15,0,11
미쓰백,2018-10-11,6040344066,722182,671,41961,domestic,0,etc_distributor,2,722182,drama,4,3,PG 15,0,10
그랜드 부다페스트 호텔,2014-03-20,6019756082,774699,241,26377,abroad,1,etc_distributor,2,774699,mystery,9,3,PG 15,0,3
개구쟁이 스머프 2,2013-08-01,5993979500,921788,478,15485,abroad,1,major_abroad,1,974612,animation,6,3,G_rated,2,8
고질라,2014-05-15,5972847963,709734,610,25335,abroad,1,major_abroad,1,709734,action,2,2,PG 12,1,5
남쪽으로 튀어,2013-02-06,5970851500,832894,428,23088,domestic,0,major_domestic,0,1294037,drama,4,3,PG 15,0,2
킹스 스피치,2011-03-17,5963126500,806248,327,33979,abroad,1,etc_distributor,2,806248,drama,4,3,PG 12,1,3
미확인 동영상 : 절대클릭금지,2012-05-30,5939840500,867386,361,25059,domestic,0,major_domestic,0,867386,fear,12,3,PG 15,0,5
카트,2014-11-13,5912676633,812490,544,28547,domestic,0,etc_distributor,2,812490,drama,4,3,PG 12,1,11
런던 해즈 폴른,2016-03-10,5908367979,731584,526,37569,abroad,1,etc_distributor,2,731584,action,2,3,PG 15,0,3
뽀로로 극장판 보물섬 대모험,2019-04-25,5886383900,766843,797,20075,domestic,0,major_domestic,0,770293,animation,6,3,G_rated,2,4
몬스터 대학교,2013-09-12,5879223500,870605,385,15172,abroad,1,major_abroad,1,644344,animation,6,3,G_rated,2,9
관능의 법칙,2014-02-13,5858771500,781516,591,30630,domestic,0,major_domestic,0,879493,drama,4,3,X_rated,3,2
뽀로로 극장판 공룡섬 대모험,2017-12-07,5848888600,773743,803,18226,domestic,0,major_domestic,0,770293,animation,6,3,G_rated,2,12
"안녕, 헤이즐",2014-08-13,5833905000,749146,326,17946,abroad,1,etc_distributor,2,405521,drama,4,3,PG 12,1,8
고死 두 번째 이야기: 교생실습,2010-07-28,5802318000,857038,313,23307,domestic,0,major_domestic,0,857038,fear,12,3,PG 15,0,7
A-특공대,2010-06-10,5795794000,777985,323,26460,abroad,1,etc_distributor,2,777985,action,2,3,PG 15,0,6
잭 리처,2013-01-17,5758577000,784031,431,19868,abroad,1,major_domestic,0,697564,action,2,2,PG 15,0,1
샤잠!,2019-04-03,5743398797,657294,1148,45003,abroad,1,major_abroad,1,1234282,action,2,2,PG 12,1,4
푸른소금,2011-08-31,5739824500,771699,476,28346,domestic,0,major_domestic,0,771699,drama,4,2,PG 15,0,8
삼총사 3D,2011-10-12,5731619500,660172,510,29377,abroad,1,major_domestic,0,845717,fantasy,3,3,PG 12,1,10
명탐정 피카츄,2019-05-09,5730788546,686809,817,25776,abroad,1,major_abroad,1,1224440,action,2,2,G_rated,2,5
리오 2,2014-05-01,5669231900,765961,598,14929,abroad,1,etc_distributor,2,648296,animation,6,3,G_rated,2,5
피라냐,2010-08-26,5661671000,505836,310,22744,abroad,1,etc_distributor,2,505836,fear,12,3,PG 15,0,8
인페르노,2016-10-19,5656281303,689071,754,31809,abroad,1,major_abroad,1,749235,mystery,9,3,PG 15,0,10
화이트: 저주의 멜로디,2011-06-09,5587166000,790954,311,28059,domestic,0,major_domestic,0,561357,fear,12,3,PG 15,0,6
국가대표 2,2016-08-10,5482232042,709929,562,20689,domestic,0,etc_distributor,2,709929,drama,4,3,PG 12,1,8
트랜센던스,2014-05-14,5478536500,696436,417,23243,abroad,1,major_domestic,0,696436,action,2,3,PG 12,1,5
패신저스,2017-01-04,5467466918,668576,608,21517,abroad,1,major_abroad,1,1206269,adventure,8,3,PG 12,1,1
지푸라기라도 잡고 싶은 짐승들,2020-02-19,5457014750,628977,996,65645,domestic,0,etc_distributor,2,628977,crime,5,3,X_rated,3,2
나는 왕이로소이다,2012-08-08,5455343404,790181,471,21898,domestic,0,major_domestic,0,790181,drama,4,3,PG 12,1,8
반창꼬,2012-12-19,5451422068,745262,381,20840,domestic,0,major_domestic,0,699682,drama,4,2,PG 15,0,12
하늘에서 음식이 내린다면,2010-02-11,5413862500,654510,282,16556,abroad,1,etc_distributor,2,726180,animation,6,3,G_rated,2,2
하늘에서 음식이 내린다면 2,2013-11-21,5411562500,797850,545,16340,abroad,1,major_abroad,1,726180,animation,6,3,G_rated,2,11
풍산개,2011-06-23,5395201500,714136,286,19194,domestic,0,major_domestic,0,714136,drama,4,2,X_rated,3,6
픽셀,2015-07-16,5390909947,681945,557,21307,abroad,1,major_abroad,1,932025,sf,7,3,PG 12,1,7
주유소 습격사건 2,2010-01-21,5379208500,729834,315,27844,domestic,0,etc_distributor,2,729834,comedy,0,3,PG 15,0,1
더 파이브,2013-11-14,5343797000,731212,501,27308,domestic,0,major_domestic,0,731212,thriller,11,3,X_rated,3,11
스파이더맨: 뉴 유니버스,2018-12-12,5305289076,639934,722,22113,abroad,1,etc_distributor,2,639934,animation,6,3,PG 12,1,12
상의원,2014-12-24,5293724564,676632,466,13809,domestic,0,major_domestic,0,592272,drama,4,3,PG 15,0,12
통증,2011-09-07,5246996000,700272,317,29211,domestic,0,major_domestic,0,1917958,drama,4,3,PG 15,0,9
널 기다리며,2016-03-10,5234303336,635235,551,33774,domestic,0,major_domestic,0,635235,thriller,11,3,X_rated,3,3
설리: 허드슨강의 기적,2016-09-28,5234170754,627102,573,26609,abroad,1,major_abroad,1,485934,drama,4,3,PG 12,1,9
광대들: 풍문조작단,2019-08-21,5228976088,637461,806,29048,domestic,0,major_abroad,1,2773699,drama,4,3,PG 12,1,8
퍼펙트 게임,2011-12-21,5224000500,695312,396,21284,domestic,0,major_domestic,0,1391393,drama,4,3,PG 12,1,12
앵그리버드 더 무비,2016-05-19,5218111744,680606,661,15812,abroad,1,major_abroad,1,680606,animation,6,3,G_rated,2,5
컨택트,2017-02-02,5214551521,634150,605,22770,abroad,1,major_abroad,1,634150,drama,4,3,PG 12,1,2
그날의 분위기,2016-01-14,5149571612,653287,592,27186,domestic,0,major_domestic,0,653287,romance,10,2,PG 15,0,1
로그 원: 스타워즈 스토리,2016-12-28,5127537094,596487,907,15441,abroad,1,major_abroad,1,596487,action,2,3,PG 12,1,12
나를 찾아줘,2019-11-27,5117014620,645082,875,29475,domestic,0,major_abroad,1,645082,thriller,11,3,PG 15,0,11
그것: 두 번째 이야기,2019-09-04,5112010367,591346,999,25622,abroad,1,major_abroad,1,591346,thriller,11,3,PG 15,0,9
미스터 주: 사라진 VIP,2020-01-22,5071671660,603203,692,28187,domestic,0,etc_distributor,2,1174004,comedy,0,3,PG 12,1,1
아빠는 딸,2017-04-12,5054757395,647305,586,33263,domestic,0,etc_distributor,2,647305,comedy,0,2,PG 12,1,4
내 깡패 같은 애인,2010-05-20,5028520000,688639,265,25806,domestic,0,major_domestic,0,2450084,comedy,0,2,PG 15,0,5
리오,2011-07-27,5021719500,645151,333,13781,abroad,1,etc_distributor,2,648296,animation,6,3,G_rated,2,7
인비저블맨,2020-02-26,5015895060,575043,776,63076,abroad,1,major_abroad,1,700280,fear,12,1,PG 15,0,2
트롤,2017-02-16,5011161500,675966,622,18387,abroad,1,major_domestic,0,675966,animation,6,3,G_rated,2,2
이스케이프 룸,2019-03-14,5007420664,563114,850,29219,abroad,1,etc_distributor,2,558817,action,2,2,PG 15,0,3
신비아파트: 금빛 도깨비와 비밀의 동굴,2018-07-25,5001247250,678091,762,16175,domestic,0,major_domestic,0,678091,animation,6,3,G_rated,2,7
아이 엠 넘버 포,2011-02-24,4955215500,654386,284,22145,abroad,1,etc_distributor,2,564847,action,2,3,PG 12,1,2
우는 남자,2014-06-04,4924852800,603495,508,22322,domestic,0,major_domestic,0,2347992,action,2,2,X_rated,3,6
사냥,2016-06-29,4912658515,645922,696,28862,domestic,0,major_domestic,0,645922,fear,12,3,X_rated,3,6
나쁜 녀석들: 포에버,2020-01-15,4880576760,547775,896,29888,abroad,1,etc_distributor,2,547775,action,2,2,X_rated,3,1
생텀,2011-02-10,4828519000,465039,323,16998,abroad,1,etc_distributor,2,465039,action,2,3,PG 15,0,2
침입자,2020-06-04,4810611000,532045,1365,53636,domestic,0,etc_distributor,2,532045,mystery,9,2,PG 15,0,6
고양이: 죽음을 보는 두 개의 눈,2011-07-07,4780502000,672314,304,18972,domestic,0,major_domestic,0,672314,fear,12,3,PG 15,0,7
아더 크리스마스,2011-11-25,4771040500,620995,356,14606,abroad,1,etc_distributor,2,620995,animation,6,3,G_rated,2,11
열정같은소리하고있네,2015-11-25,4758959902,654102,566,30459,domestic,0,major_domestic,0,699682,drama,4,2,PG 15,0,11
레지던트 이블 5 : 최후의 심판,2012-09-13,4757460500,558433,368,24599,abroad,1,etc_distributor,2,845717,action,2,1,X_rated,3,9
특종: 량첸살인기,2015-10-22,4754763118,616481,776,31783,domestic,0,major_domestic,0,1240838,thriller,11,3,PG 15,0,10
황제를 위하여,2014-06-11,4754501771,592435,423,26736,domestic,0,etc_distributor,2,592435,action,2,3,X_rated,3,6
서부전선,2015-09-24,4751661400,609063,509,18935,domestic,0,major_domestic,0,609063,etc,1,2,PG 12,1,9
버닝,2018-05-17,4716771098,528435,739,26514,domestic,0,etc_distributor,2,528435,mystery,9,3,X_rated,3,5
스타워즈: 라이즈 오브 스카이워커,2020-01-08,4704790210,507265,957,28695,abroad,1,major_abroad,1,1346973,action,2,3,PG 12,1,1
47 미터,2017-07-19,4686079657,590045,733,20457,abroad,1,etc_distributor,2,545989,fear,12,3,PG 15,0,7
머니볼,2011-11-17,4677562000,641099,385,21961,abroad,1,etc_distributor,2,641099,drama,4,1,PG 12,1,11
스노우 화이트 앤 더 헌츠맨,2012-05-30,4646250000,636631,447,20647,abroad,1,major_abroad,1,700351,fantasy,3,3,PG 12,1,5
잭 리처: 네버 고 백,2016-11-30,4638072258,611097,667,23659,abroad,1,major_domestic,0,697564,action,2,2,PG 15,0,11
마음이2,2010-07-21,4631432000,696382,262,20458,domestic,0,major_domestic,0,696382,etc,1,3,G_rated,2,7
채피,2015-03-12,4620380654,573661,536,24669,abroad,1,major_abroad,1,890696,action,2,3,PG 15,0,3
콰이어트 플레이스,2018-04-12,4580889849,526073,677,30760,abroad,1,major_domestic,0,526073,thriller,11,3,PG 15,0,4
극장판 헬로카봇 : 달나라를 구해줘!,2019-09-04,4579618150,590413,889,20852,domestic,0,major_domestic,0,613839,animation,6,3,G_rated,2,9
인 타임,2011-10-27,4579554500,616943,304,21836,abroad,1,etc_distributor,2,616943,action,2,3,PG 12,1,10
양자물리학,2019-09-25,4536436380,554939,799,25296,domestic,0,etc_distributor,2,554939,crime,5,3,PG 15,0,9
플랜맨,2014-01-09,4528561558,632299,458,20459,domestic,0,major_domestic,0,632299,comedy,0,2,PG 15,0,1
애드 아스트라,2019-09-19,4518393460,513375,853,27816,abroad,1,etc_distributor,2,513375,sf,7,1,PG 12,1,9
메가로돈,2018-08-15,4516122497,527962,601,16459,abroad,1,major_abroad,1,549368,action,2,2,PG 12,1,8
콜롬비아나,2011-08-31,4514882000,598365,397,25622,abroad,1,major_domestic,0,1589298,action,2,2,PG 15,0,8
툼레이더,2018-03-08,4500905762,540410,806,31823,abroad,1,major_abroad,1,540410,action,2,1,PG 12,1,3
국제수사,2020-09-29,4496603760,537470,1074,41108,domestic,0,major_domestic,0,460403,action,2,3,PG 15,0,9
더 울프 오브 월스트리트,2014-01-09,4490682000,585082,395,13735,abroad,1,etc_distributor,2,787652,comedy,0,3,X_rated,3,1
싱 스트리트,2016-05-19,4489637672,560790,494,22825,abroad,1,etc_distributor,2,1994157,drama,4,3,PG 15,0,5
극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,4485953140,575362,752,15827,domestic,0,major_domestic,0,613839,animation,6,2,G_rated,2,1
헝거게임: 판엠의 불꽃,2012-04-05,4478418000,607956,514,24924,abroad,1,major_domestic,0,971892,fantasy,3,3,PG 15,0,4
타이타닉,1998-02-20,4473640500,369643,272,10365,abroad,1,etc_distributor,2,3721359,romance,10,2,PG 15,0,2
