moviename,openingdate,sales,attendance,screen,playcount,country,country_label,distributor,distributor_label,director,genre,genre_label,actor,openingmonth
앵그리버드 더 무비,2016-05-19,5218111744,680606,661,15812,abroad,1,major_abroad,1,680606,animation,6,3,5
리오,2011-07-27,5021719500,645151,333,13781,abroad,1,etc_distributor,2,648296,animation,6,3,7
트롤,2017-02-16,5011161500,675966,622,18387,abroad,1,major_domestic,0,675966,animation,6,3,2
신비아파트: 금빛 도깨비와 비밀의 동굴,2018-07-25,5001247250,678091,762,16175,domestic,0,major_domestic,0,678091,animation,6,3,7
아더 크리스마스,2011-11-25,4771040500,620995,356,14606,abroad,1,etc_distributor,2,620995,animation,6,3,11
마음이2,2010-07-21,4631432000,696382,262,20458,domestic,0,major_domestic,0,696382,etc,1,3,7
극장판 헬로카봇 : 달나라를 구해줘!,2019-09-04,4579618150,590413,889,20852,domestic,0,major_domestic,0,613839,animation,6,3,9
극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,4485953140,575362,752,15827,domestic,0,major_domestic,0,613839,animation,6,2,1
타잔 3D,2014-01-09,4452845000,597142,527,12994,abroad,1,etc_distributor,2,448385,animation,6,2,1
오션스,2010-07-28,4403647500,640632,212,14915,abroad,1,major_domestic,0,640632,animation,6,3,7
명탐정 코난 : 침묵의 15분,2011-08-03,4212992000,644652,275,12017,abroad,1,etc_distributor,2,499714,animation,6,2,8
다이노소어 어드벤처 3D,2013-12-19,4140930000,507164,464,8994,abroad,1,etc_distributor,2,507164,animation,6,3,12
러브 & 드럭스,2011-01-13,4125733000,527077,284,14250,abroad,1,etc_distributor,2,527077,drama,4,1,1
호두까기 인형과 4개의 왕국,2018-12-06,4120048900,513767,294,14238,abroad,1,major_abroad,1,513767,fantasy,3,3,12
백설공주,2012-05-03,4097396000,585473,386,20746,abroad,1,major_domestic,0,585473,animation,6,3,5
곰돌이 푸 다시 만나 행복해,2018-10-03,4093369860,492201,536,21601,abroad,1,major_abroad,1,2864863,adventure,8,3,10
아이스 에이지: 지구 대충돌,2016-07-20,4092484600,553760,580,13018,abroad,1,etc_distributor,2,553760,animation,6,3,7
메리와 마녀의 꽃,2017-12-07,4064280239,535331,751,21383,abroad,1,etc_distributor,2,800649,animation,6,2,12
마법사의 제자,2010-07-21,4057522000,570775,300,19017,abroad,1,etc_distributor,2,549368,action,2,1,7
명탐정 코난: 천공의 난파선,2010-07-21,4002088500,618420,235,11902,abroad,1,etc_distributor,2,504145,animation,6,3,7
극장판 요괴워치: 탄생의 비밀이다냥!,2015-07-22,3888539100,550924,509,11765,abroad,1,major_domestic,0,440824,animation,6,3,7
페르디난드,2018-01-03,3854216500,533776,698,13789,abroad,1,etc_distributor,2,648296,animation,6,1,1
스파이 지니어스,2020-01-22,3699691180,450932,712,22244,abroad,1,major_abroad,1,450932,animation,6,2,1
도라에몽 : 스탠 바이 미,2015-02-12,3684756429,503968,432,13063,abroad,1,major_domestic,0,503968,animation,6,3,2
카 2,2011-07-20,3681072000,465599,379,11690,abroad,1,etc_distributor,2,465599,animation,6,2,7
그린치,2018-12-19,3675441950,485064,724,10998,abroad,1,major_abroad,1,485064,animation,6,2,12
눈의 여왕 2: 트롤의 마법거울,2014-12-24,3623421700,498320,479,6508,abroad,1,etc_distributor,2,432381,animation,6,2,12
카3: 새로운 도전,2017-07-13,3599544501,487916,800,14906,abroad,1,major_abroad,1,487916,animation,6,3,7
감쪽같은 그녀,2019-12-04,3594862790,469296,761,24843,domestic,0,etc_distributor,2,391624,drama,4,2,12
온워드: 단 하루의 기적,2020-06-17,3590809620,418084,1138,45697,abroad,1,major_abroad,1,644344,fantasy,3,3,6
앨빈과 슈퍼밴드2,2009-12-30,3411479000,511322,244,14053,abroad,1,etc_distributor,2,511322,animation,6,3,12
친정엄마,2010-04-22,3321091000,472009,275,24994,domestic,0,etc_distributor,2,472009,drama,4,2,4
명탐정 코난 : 화염의 해바라기,2015-08-05,3296031400,471205,433,8877,abroad,1,major_domestic,0,499714,animation,6,3,8
넛잡: 땅콩 도둑들,2014-01-29,3283691800,478993,382,10817,domestic,0,etc_distributor,2,478993,animation,6,3,1
앨빈과 슈퍼밴드3,2011-12-15,3279645000,496560,327,9584,abroad,1,etc_distributor,2,1360205,animation,6,3,12
식객2 : 김치전쟁,2010-01-28,3243969500,462714,347,22753,domestic,0,major_domestic,0,462714,drama,4,3,1
터닝메카드W: 블랙미러의 부활,2017-01-18,3215588500,429933,570,14146,domestic,0,etc_distributor,2,429933,animation,6,3,1
겨울왕국 2,2019-11-21,3214172730,378728,665,16777,abroad,1,major_abroad,1,5337414,animation,6,2,11
어린왕자,2015-12-23,3195586794,428855,494,8384,abroad,1,etc_distributor,2,428855,animation,6,3,12
극장판 공룡메카드: 타이니소어의 섬,2019-01-10,3140220420,410132,763,15121,domestic,0,major_domestic,0,613839,animation,6,3,1
"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",2020-09-29,3129974000,102008,106,4771,domestic,0,etc_distributor,2,102008,etc,1,1,9
스머프: 비밀의 숲,2017-04-28,3122661000,427764,607,10658,abroad,1,etc_distributor,2,427764,animation,6,3,4
극장판 포켓몬스터 너로 정했다!,2017-12-21,3117529700,415255,626,7796,abroad,1,etc_distributor,2,276411,adventure,8,2,12
넛잡 2,2017-10-03,3069388100,411787,526,10449,domestic,0,major_domestic,0,411787,animation,6,3,10
랭고,2011-03-03,3043816000,430001,314,15179,abroad,1,major_domestic,0,408764,animation,6,1,3
피터 래빗,2018-05-16,3006258100,388300,599,12522,abroad,1,etc_distributor,2,388300,animation,6,3,5
점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,2941541400,375312,672,6495,domestic,0,major_domestic,0,713082,animation,6,3,12
브링 더 소울 : 더 무비,2019-08-07,2902500310,336074,569,10199,domestic,0,major_abroad,1,260925,etc,1,3,8
뽀로로 극장판 컴퓨터 왕국 대모험,2015-12-10,2902090600,391760,544,10893,domestic,0,major_domestic,0,661551,animation,6,3,12
오즈 그레이트 앤드 파워풀,2013-03-07,2886185000,350563,425,15582,abroad,1,major_abroad,1,350563,fantasy,3,3,3
천재 강아지 미스터 피바디,2014-04-24,2859791400,385552,533,10520,abroad,1,major_domestic,0,385552,animation,6,3,4
덤보,2019-03-27,2775096512,345521,797,17627,abroad,1,major_abroad,1,1215268,etc,1,3,3
눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,2694247700,366442,526,10639,abroad,1,etc_distributor,2,432381,animation,6,3,1
번 더 스테이지: 더 무비,2018-11-15,2671391900,315010,243,4714,domestic,0,major_abroad,1,260925,etc,1,3,11
프렌즈: 몬스터섬의비밀,2011-12-29,2668476500,364732,290,10153,abroad,1,etc_distributor,2,364732,animation,6,3,12
아담스 패밀리,2019-11-07,2636891140,329955,802,11242,abroad,1,major_abroad,1,329955,animation,6,3,11
가디언의 전설,2010-10-28,2613934200,302318,267,14421,abroad,1,major_abroad,1,1631960,animation,6,3,10
아스트로 보이-아톰의 귀환,2010-01-13,2585585500,393433,278,15793,abroad,1,etc_distributor,2,393433,animation,6,3,1
패딩턴 2,2018-02-08,2555480200,339014,629,14455,abroad,1,etc_distributor,2,322058,comedy,0,3,2
극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,2467275080,330725,403,6607,abroad,1,major_domestic,0,440824,animation,6,3,7
스폰지밥 3D,2015-02-18,2458946200,325016,357,8415,abroad,1,major_domestic,0,325016,animation,6,3,2
아기배달부 스토크,2016-12-07,2436955700,322354,538,9388,abroad,1,major_abroad,1,322354,animation,6,3,12
숲속으로,2014-12-24,2409562888,317406,356,7709,abroad,1,major_abroad,1,1223870,fantasy,3,3,12
미녀와 야수,2014-06-18,2393617300,316332,387,15414,abroad,1,major_domestic,0,1476866,fantasy,3,3,6
덕구,2018-04-05,2389041700,315663,544,19006,domestic,0,etc_distributor,2,315663,drama,4,2,4
맨발의 꿈,2010-06-24,2372787500,331945,332,17790,domestic,0,major_domestic,0,2060633,drama,4,2,6
짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부,2011-05-05,2357563000,351742,306,7013,abroad,1,major_domestic,0,351742,animation,6,3,5
해리포터와 마법사의 돌,2001-12-13,2349913000,267950,33,3929,abroad,1,major_abroad,1,932025,fantasy,3,3,12
뮨: 달의 요정,2015-09-24,2333203700,319384,365,6895,abroad,1,etc_distributor,2,319384,animation,6,3,9
늑대아이,2012-09-13,2296193261,332702,226,10768,abroad,1,etc_distributor,2,332702,animation,6,3,9
미나문방구,2013-05-16,2247017000,334323,385,16653,domestic,0,major_domestic,0,334323,drama,4,2,5
비행기 2: 소방구조대,2014-08-13,2246970700,311456,341,6562,abroad,1,major_abroad,1,311456,animation,6,3,8
패딩턴,2015-01-07,2246438729,305102,408,9738,abroad,1,major_domestic,0,322058,comedy,0,3,1
천로역정: 천국을 찾아서,2019-06-13,2202838010,296588,381,8329,abroad,1,etc_distributor,2,296588,animation,6,2,6
오즈의 마법사: 돌아온 도로시,2015-02-12,2176416000,298482,330,7787,abroad,1,etc_distributor,2,298482,animation,6,3,2
로렉스,2012-05-03,2153198000,298780,463,7843,abroad,1,major_abroad,1,1311466,animation,6,3,5
극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018-12-19,2148708050,277206,489,5329,abroad,1,major_domestic,0,277206,animation,6,3,12
앨빈과 슈퍼밴드: 악동 어드벤처,2016-02-04,2125772200,292495,380,8917,abroad,1,etc_distributor,2,292495,animation,6,3,2
주먹왕 랄프,2012-12-19,2116917500,301436,286,7086,abroad,1,major_abroad,1,1027905,animation,6,3,12
신데렐라:마법 반지의 비밀,2019-02-20,2114475240,284922,575,9977,abroad,1,etc_distributor,2,284922,animation,6,3,2
다이노 타임,2015-04-30,2108596800,284900,430,6713,domestic,0,major_domestic,0,284900,animation,6,3,4
"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",2014-01-09,2080468500,320409,406,8363,abroad,1,major_domestic,0,276411,animation,6,1,1
개를 훔치는 완벽한 방법,2014-12-31,2019629065,263300,199,8008,domestic,0,etc_distributor,2,379411,drama,4,3,12
빌리와 용감한 녀석들 2,2013-02-21,2006325000,306837,289,7410,abroad,1,etc_distributor,2,306837,animation,6,3,2
모모와 다락방의 수상한 요괴들,2012-07-05,1988264000,300174,253,7084,abroad,1,etc_distributor,2,300174,animation,6,2,7
빌리와 용감한 녀석들 3D,2012-08-08,1961802000,299628,241,7176,abroad,1,etc_distributor,2,448385,animation,6,3,8
눈의 여왕,2013-02-07,1846221000,276913,316,6528,abroad,1,major_domestic,0,172036,animation,6,3,2
메리 포핀스 리턴즈,2019-02-14,1816281960,224160,573,11128,abroad,1,major_abroad,1,1223870,fantasy,3,3,2
파이스토리 : 악당상어 소탕작전,2013-01-10,1808263000,267440,298,7483,abroad,1,etc_distributor,2,267440,animation,6,2,1
신비아파트 극장판 하늘도깨비 대 요르문간드,2019-12-19,1757416340,222234,539,8629,domestic,0,major_domestic,0,222234,animation,6,3,12
극장판 도라에몽: 진구의 인어대해전,2010-07-28,1741701000,260701,140,5639,abroad,1,major_domestic,0,260701,animation,6,3,7
극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,2011-12-22,1729310500,261757,237,3524,abroad,1,major_domestic,0,276411,animation,6,3,12
극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,2010-12-23,1631689000,234093,139,4502,abroad,1,etc_distributor,2,276411,animation,6,2,12
"울지마, 톤즈",2010-09-09,1439624500,260998,73,8039,domestic,0,etc_distributor,2,260998,etc,1,2,9
미스터트롯: 더 무비,2020-10-22,1288696100,150090,449,15980,domestic,0,etc_distributor,2,150090,etc,1,3,10
극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,2012-12-19,1281250750,329560,275,5943,abroad,1,major_domestic,0,276411,animation,6,3,12
알라딘,2019-05-23,1205410680,171494,549,15752,abroad,1,major_abroad,1,512169,adventure,8,3,5
트롤: 월드 투어,2020-04-29,1170580320,152589,344,15459,abroad,1,major_abroad,1,152589,animation,6,2,4
브레이크 더 사일런스: 더 무비,2020-09-24,1160249000,131693,205,10604,domestic,0,etc_distributor,2,260925,etc,1,3,9
애니멀 크래커,2020-08-05,1028859740,129688,473,7473,abroad,1,etc_distributor,2,129688,animation,6,3,8
극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,2020-08-20,1004751550,123329,661,13299,abroad,1,major_domestic,0,123329,animation,6,3,8
극장판 포켓몬스터 뮤츠의 역습 EVOLUTION,2020-09-30,780549310,97392,591,7752,abroad,1,etc_distributor,2,276411,animation,6,2,9
극장판 미니특공대: 공룡왕 디노,2020-02-06,620860720,79772,485,6333,domestic,0,etc_distributor,2,79772,animation,6,3,2
빅샤크3: 젤리몬스터 대소동,2020-07-29,562559660,72912,400,5259,abroad,1,etc_distributor,2,72912,animation,6,2,7
해리포터와 아즈카반의 죄수,2004-07-16,529704500,58349,47,3414,abroad,1,major_abroad,1,1626521,fantasy,3,3,7
프린스 코기,2019-12-24,498854680,71207,242,2179,abroad,1,etc_distributor,2,725482,animation,6,3,12
극장판 바이올렛 에버가든,2020-11-12,467986490,55030,131,5063,abroad,1,etc_distributor,2,55030,animation,6,2,11
더 프린세스 : 도둑맞은 공주,2020-08-12,457449660,55828,423,4192,abroad,1,etc_distributor,2,55828,animation,6,3,8
눈의 여왕4,2019-12-24,444649620,67159,271,2239,abroad,1,major_domestic,0,172036,animation,6,3,12
