moviename,openingdate,sales,attendance,screen,playcount,country,distributor,director,genre,actor,filmrank
헝거게임: 모킹제이,2014.11.20,6400058044,854377,630,28796,미국,롯데쇼핑㈜롯데엔터테인먼트,프란시스 로렌스,판타지,"제니퍼 로렌스(캣니스 에버딘 ), 조쉬 허처슨(피타 멜라크 ), 리암 헴스워스(게일 호손 )",[국내] 15세 관람가
인시디어스 3,2015.7.9,6396650620,825517,416,20824,미국,유니버설픽쳐스인터내셔널 코리아(유),리 워넬,공포,"스테파니 스콧(퀸 브레너), 더모트 멀로니(션 브레너), 린 샤예(앨리스 레이니어)",[국내] 15세 관람가 [해외] PG-13
손님,2015.7.9,6385937880,828025,634,23404,한국,(주)씨제이이엔엠,김광태,판타지,"류승룡(우룡), 이성민(촌장), 천우희(미숙)",[국내] 15세 관람가
스카이 라인,2010.11.24,6320601500,860340,427,31690,미국,(주)화앤담이엔티,콜린 스트로즈,SF,"에릭 벌포(제러드), 스카티 톰슨(일레인)",[국내] 12세 관람가 [해외] PG-13
만추,2011.2.17,6313817000,845845,444,25590,한국,CJ ENM,김태용,드라마,"현빈(훈), 탕웨이(애나)",[국내] 15세 관람가
상류사회,2018.8.29,6313416163,768442,867,41725,한국,롯데컬처웍스(주)롯데엔터테인먼트,변혁,드라마,"박해일(장태준), 수애(오수연)",[국내] 청소년 관람불가
공각기동대 : 고스트 인 더 쉘,2017.3.29,6285970884,764072,807,36261,미국,롯데쇼핑㈜롯데엔터테인먼트,루퍼트 샌더스,SF,스칼릿 조핸슨(메이저),[국내] 15세 관람가 [해외] PG-13
대립군,2017.5.31,6276963402,837500,809,29084,한국,이십세기폭스코리아(주),정윤철,드라마,"이정재(토우), 여진구(광해), 김무열(곡수)",[국내] 15세 관람가
보헤미안 랩소디,2018.10.31,6270535440,723804,732,27689,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",브라이언 싱어,드라마,"라미 말렉(프레디 머큐리), 루시 보인턴(메리 오스틴), 귈림 리(브라이언 메이)",[국내] 12세 관람가
기술자들,2014.12.24,6241817635,786257,481,18808,한국,롯데쇼핑㈜롯데엔터테인먼트,김홍선,범죄,"김우빈(지혁), 김영철(조사장), 고창석(구인)",[국내] 15세 관람가
월터의 상상은 현실이 된다,2013.12.31,6134220799,834348,373,22938,미국,"글뫼 주식회사,이십세기폭스코리아(주)",벤 스틸러,모험,"벤 스틸러(월터 미티), 크리스틴 위그(셰릴 멜호프), 숀 펜(숀 오코넬)",[국내] 12세 관람가
새미의 어드벤쳐,2010.12.15,6108607500,647860,309,14302,벨기에,CJ ENM,벤 스타센,애니메이션,"빌리 웅거(새미), 팻 캐롤, 카를로스 맥쿨러스 2세(레이)",[국내] 전체 관람가
물괴,2018.9.12,6106452954,723622,1183,46022,한국,"롯데컬처웍스(주)롯데엔터테인먼트,(주)키다리이엔티",허종호,액션,"김명민(윤겸), 김인권(성한 / 물괴 목소리), 혜리(명)",[국내] 15세 관람가
레드슈즈,2019.7.25,6103833190,817729,717,20376,한국,(주)넥스트엔터테인먼트월드(NEW),홍성호,애니메이션,"클로이 모레츠(스노우 화이트 목소리), 샘 클라플린(멀린 목소리), 지나 거손(레지나 목소리)",[국내] 전체 관람가
스플릿,2016.11.9,6102712539,758195,702,32616,한국,오퍼스픽쳐스(유),최국희,드라마,"유지태(철종), 이정현(희진), 이다윗(영훈)",[국내] 15세 관람가
열한시,2013.11.28,6097792000,870785,512,32536,한국,(주)씨제이이엔엠,김현석,스릴러,"정재영(우석), 최다니엘(지완), 김옥빈(영은)",[국내] 15세 관람가
퍼스트맨,2018.10.18,6094765639,665364,1190,40580,미국,유니버설픽쳐스인터내셔널 코리아(유),데이미언 셔젤,SF,"라이언 고슬링(닐 암스트롱), 클레어 포이(자넷 암스트롱)",[국내] 12세 관람가
캣츠,2019.12.24,6093167690,728328,1143,22732,미국,유니버설픽쳐스인터내셔널 코리아(유),게리 왕,애니메이션,"유민상(블랭키 목소리), 오나미(케이프 목소리), 박지현(맥 목소리)",[국내] 전체 관람가
몬스터 호텔,2013.1.17,6080221500,884885,489,16647,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),젠디 타타코브스키,애니메이션,"아담 샌들러(드락 목소리), 셀레나 고메즈(마비스 목소리)",[국내] 전체 관람가
헝거게임: 더 파이널,2015.11.18,6069167163,806520,661,26973,미국,롯데쇼핑㈜롯데엔터테인먼트,프란시스 로렌스,액션,"제니퍼 로렌스(캣니스 에버딘), 조쉬 허처슨(피타 멜라크), 리암 헴스워스(게일 호손)",[국내] 15세 관람가
미쓰백,2018.10.11,6040344066,722182,671,41961,한국,(주)리틀빅픽쳐스,이지원,드라마,"한지민(백상아), 김시아(김지은), 이희준(장섭)",[국내] 15세 관람가
그랜드 부다페스트 호텔,2014.3.20,6019756082,774699,241,26377,미국,"(주)피터팬픽쳐스,이십세기폭스코리아(주)",웨스 앤더슨,미스터리,"랄프 파인즈(M. 구스타브), 틸다 스윈튼(마담 D.), 토니 레볼로리(제로)",[국내] 15세 관람가
개구쟁이 스머프 2,2013.8.1,5993979500,921788,478,15485,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),라자 고스넬,애니메이션,"크리스티나 리치(벡시 목소리), 닐 패트릭 해리스(패트릭 윈슬로우), 알란 커밍(거치 목소리)",[국내] 전체 관람가
고질라,2014.5.15,5972847963,709734,610,25335,미국,워너브러더스 코리아(주),애덤 윈가드,액션,"알렉산더 스카스가드(네이선 린드), 밀리 바비 브라운(매디슨 러셀)",[국내] 12세 관람가 [해외] PG-13
남쪽으로 튀어,2013.2.6,5970851500,832894,428,23088,한국,롯데쇼핑㈜롯데엔터테인먼트,임순례,드라마,"김윤석(최해갑), 오연수(안봉희), 한예리(최민주)",[국내] 15세 관람가
킹스 스피치,2011.3.17,5963126500,806248,327,33979,영국,(주)화앤담이엔티,톰 후퍼,드라마,"콜린 퍼스(조지 6세), 제프리 러쉬(라이오넬 로그), 헬레나 본햄 카터(퀸 엘리자베스)",[국내] 12세 관람가 [해외] PG-13
미확인 동영상 : 절대클릭금지,2012.5.30,5939840500,867386,361,25059,한국,(주)쇼박스,김태경,공포,"박보영(세희), 주원(준혁), 강별(정미)",[국내] 15세 관람가
카트,2014.11.13,5912676633,812490,544,28547,한국,(주)리틀빅픽쳐스,부지영,드라마,"염정아(선희), 문정희(혜미), 김영애(순례여사)",[국내] 12세 관람가
런던 해즈 폴른,2016.3.10,5908367979,731584,526,37569,미국,메가박스중앙(주)플러스엠,바박 나자피,액션,"제라드 버틀러(마이크 배닝), 아론 에크하트(벤자민 아서), 모건 프리먼(스피커 트럼불)",[국내] 15세 관람가
뽀로로 극장판 보물섬 대모험,2019.4.25,5886383900,766843,797,20075,한국,(주)넥스트엔터테인먼트월드(NEW),김현호,애니메이션,"이선(뽀로로 목소리), 이미자(크롱 목소리), 김현지(에디 목소리)",[국내] 전체 관람가
몬스터 대학교,2013.9.12,5879223500,870605,385,15172,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),댄 스캔론,애니메이션,"빌리 크리스탈(마이크 목소리), 존 굿맨(설리 목소리), 스티브 부세미(랜달 보그스 목소리)",[국내] 전체 관람가 [해외] G
관능의 법칙,2014.2.13,5858771500,781516,591,30630,한국,롯데쇼핑㈜롯데엔터테인먼트,권칠인,드라마,"엄정화(정신혜), 문소리(조미연), 조민수(이해영)",[국내] 청소년 관람불가
뽀로로 극장판 공룡섬 대모험,2017.12.7,5848888600,773743,803,18226,한국,(주)넥스트엔터테인먼트월드(NEW),김현호,애니메이션,"이선(뽀로로 목소리), 이미자(크롱 목소리), 함수정(에디 목소리)",[국내] 전체 관람가
"안녕, 헤이즐",2014.8.13,5833905000,749146,326,17946,미국,이십세기폭스코리아(주),조쉬 분,드라마,"쉐일린 우들리(헤이즐 그레이스 랭커스터), 안셀 엘고트(어거스터스 워터스), 냇 울프(이삭)",[국내] 12세 관람가
고死 두 번째 이야기: 교생실습,2010.7.28,5802318000,857038,313,23307,한국,(주)넥스트엔터테인먼트월드(NEW),유선동,공포,"김수로(차 선생), 황정음(은수), 윤시윤(관우)",[국내] 15세 관람가
A-특공대,2010.6.10,5795794000,777985,323,26460,미국,이십세기폭스코리아(주),조 카나한,액션,"리암 니슨(한니발), 브래들리 쿠퍼(멋쟁이), 제시카 비엘(Capt. 차리사 소사)",[국내] 15세 관람가 [해외] PG-13
잭 리처,2013.1.17,5758577000,784031,431,19868,미국,(주)씨제이이엔엠,에드워드 즈윅,액션,"톰 크루즈(잭 리처), 코비 스멀더스(수잔 터너)",[국내] 15세 관람가
샤잠!,2019.4.3,5743398797,657294,1148,45003,미국,워너브러더스 코리아(주),데이비드 F. 샌드버그,액션,"제커리 레비(샤잠), 애셔 앤젤(빌리 뱃슨)",[국내] 12세 관람가
푸른소금,2011.8.31,5739824500,771699,476,28346,한국,(주)씨제이이엔엠,이현승,드라마,"송강호(두헌), 신세경(세빈)",[국내] 15세 관람가
삼총사 3D,2011.10.12,5731619500,660172,510,29377,독일,롯데쇼핑㈜롯데엔터테인먼트,폴 앤더슨,판타지,"올랜도 블룸(버킹엄 공작), 밀라 요보비치(밀라디 드 윈터), 로건 레먼(달타냥)",[국내] 12세 관람가 [해외] PG-13
명탐정 피카츄,2019.5.9,5730788546,686809,817,25776,미국,워너브러더스 코리아(주),롭 레터맨,액션,"라이언 레이놀즈(명탐정 피카츄), 저스티스 스미스(팀 굿맨)",[국내] 전체 관람가
리오 2,2014.5.1,5669231900,765961,598,14929,미국,이십세기폭스코리아(주),카를로스 살다나,애니메이션,"제시 아이젠버그(블루 목소리), 앤 해서웨이(쥬엘 목소리), 저메인 클레멘트(나이젤 목소리)",[국내] 전체 관람가
피라냐,2010.8.26,5661671000,505836,310,22744,미국,에스케이텔레콤(주),짐 위노스키,공포,"마이클 매드슨, 레이첼 헌터, 립 힐리스",[국내] 15세 관람가
인페르노,2016.10.19,5656281303,689071,754,31809,미국,유니버설픽쳐스인터내셔널 코리아(유),론 하워드,미스터리,"톰 행크스(로버트 랭던), 펠리시티 존스(시에나 브룩스), 벤 포스터(베르트랑 조브리스트)",[국내] 15세 관람가
화이트: 저주의 멜로디,2011.6.9,5587166000,790954,311,28059,한국,(주)씨제이이엔엠,김곡,공포,"함은정(은주), 황우슬혜(순예), 메이다니(신지)",[국내] 15세 관람가
토르: 마법망치의 전설,2012.2.9,5550797500,768426,383,18742,아이슬란드,"롯데쇼핑㈜롯데엔터테인먼트,(주)스마일이엔티",오스카 요나손,애니메이션,[국내] 전체 관람가,
신데렐라,2015.3.19,5500502900,716491,531,27508,미국,월트디즈니컴퍼니코리아(주),앨리스 블레하트,애니메이션,[국내] 전체 관람가,
국가대표 2,2016.8.10,5482232042,709929,562,20689,한국,메가박스중앙(주)플러스엠,김종현,드라마,"수애(리지원), 오달수(강대웅), 오연서(박채경)",[국내] 12세 관람가
트랜센던스,2014.5.14,5478536500,696436,417,23243,미국,롯데쇼핑㈜롯데엔터테인먼트,월리 피스터,액션,"조니 뎁(윌 캐스터), 레베카 홀(에블린), 모건 프리먼(요셉 태거)",[국내] 12세 관람가 [해외] PG-13
패신저스,2017.1.4,5467466918,668576,608,21517,미국,유니버설픽쳐스인터내셔널 코리아(유),모튼 틸덤,모험,"제니퍼 로렌스(오로라 레인), 크리스 프랫(짐 프레스턴), 마이클 쉰(아서)",[국내] 12세 관람가 [해외] PG-13
지푸라기라도 잡고 싶은 짐승들,2020.2.19,5457014750,628977,996,65645,한국,메가박스중앙(주)플러스엠,김용훈,범죄,"전도연(연희), 정우성(태영), 배성우(중만)",[국내] 청소년 관람불가
나는 왕이로소이다,2012.8.8,5455343404,790181,471,21898,한국,롯데쇼핑㈜롯데엔터테인먼트,장규성,드라마,"주지훈(충녕 / 덕칠), 백윤식(황희), 변희봉(신익)",[국내] 12세 관람가
반창꼬,2012.12.19,5451422068,745262,381,20840,한국,(주)넥스트엔터테인먼트월드(NEW),정기훈,드라마,"고수(강일), 한효주(미수)",[국내] 15세 관람가
하늘에서 음식이 내린다면,2010.2.11,5413862500,654510,282,16556,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,코디 캐머런,애니메이션,"빌 헤이더(플린트 록우드 목소리), 안나 페리스(샘 스파스 목소리), 닐 패트릭 해리스(스티브 목소리)",[국내] 전체 관람가
하늘에서 음식이 내린다면 2,2013.11.21,5411562500,797850,545,16340,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),코디 캐머런,애니메이션,"빌 헤이더(플린트 록우드 목소리), 안나 페리스(샘 스파스 목소리), 닐 패트릭 해리스(스티브 목소리)",[국내] 전체 관람가
풍산개,2011.6.23,5395201500,714136,286,19194,한국,(주)넥스트엔터테인먼트월드(NEW),전재홍,드라마,"윤계상(풍산), 김규리(인옥)",[국내] 청소년 관람불가
픽셀,2015.7.16,5390909947,681945,557,21307,미국,유니버설픽쳐스인터내셔널 코리아(유),크리스 콜럼버스,SF,"아담 샌들러(샘 브레너), 케빈 제임스(윌 쿠퍼), 미셸 모나한(바이올렛 반 패튼)",[국내] 12세 관람가
주유소 습격사건 2,2010.1.21,5379208500,729834,315,27844,한국,(주)시네마서비스,김상진,코미디,"지현우(원펀치), 조한선(하이킥), 문원주(들배지기)",[국내] 15세 관람가
더 파이브,2013.11.14,5343797000,731212,501,27308,한국,(주)씨제이이엔엠,정연식,스릴러,"김선아(은아), 온주완(재욱), 마동석(대호)",[국내] 청소년 관람불가
스파이더맨: 뉴 유니버스,2018.12.12,5305289076,639934,722,22113,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,밥 퍼시케티,애니메이션,"샤메익 무어(마일스 모랄레스/스파이더맨 목소리), 헤일리 스테인펠드(스파이더 그웬 목소리), 니콜라스 케이지(스파이더맨 누아르 목소리)",[국내] 12세 관람가
상의원,2014.12.24,5293724564,676632,466,13809,한국,"(주)쇼박스,(주)와우픽쳐스",이원석,드라마,"한석규(돌석), 고수(공진), 박신혜(왕비)",[국내] 15세 관람가
통증,2011.9.7,5246996000,700272,317,29211,한국,롯데쇼핑㈜롯데엔터테인먼트,곽경택,드라마,"권상우(남순), 정려원(동현), 마동석(범노)",[국내] 15세 관람가
널 기다리며,2016.3.10,5234303336,635235,551,33774,한국,(주)넥스트엔터테인먼트월드(NEW),모홍진,스릴러,"심은경(희주), 윤제문(대영), 김성오(기범)",[국내] 청소년 관람불가
설리: 허드슨강의 기적,2016.9.28,5234170754,627102,573,26609,미국,워너브러더스 코리아(주),클린트 이스트우드,드라마,"톰 행크스(체슬리 설리 설렌버거 ), 로라 리니(로리 설렌버거), 아론 에크하트(제프 스카일스)",[국내] 12세 관람가 [해외] PG-13
광대들: 풍문조작단,2019.8.21,5228976088,637461,806,29048,한국,워너브러더스 코리아(주),김주호,드라마,"조진웅(덕호), 손현주(한명회), 박희순(세조)",[국내] 12세 관람가
퍼펙트 게임,2011.12.21,5224000500,695312,396,21284,한국,롯데쇼핑㈜롯데엔터테인먼트,박희곤,드라마,"조승우(최동원), 양동근(선동열), 최정원(김서형)",[국내] 12세 관람가
앵그리버드 더 무비,2016.5.19,5218111744,680606,661,15812,미국,유니버설픽쳐스인터내셔널 코리아(유),클레이 케이티스,애니메이션,"신동엽(척 한국어 목소리), 신용우(레드 한국어 목소리), 정영웅(밤 한국어 목소리)",[국내] 전체 관람가
컨택트,2017.2.2,5214551521,634150,605,22770,미국,유니버설픽쳐스인터내셔널 코리아(유),드니 빌뇌브,드라마,"에이미 아담스(루이스), 제레미 레너(이안), 포레스트 휘태커(웨버 대령)",[국내] 12세 관람가 [해외] PG-13
그날의 분위기,2016.1.14,5149571612,653287,592,27186,한국,(주)쇼박스,조규장,멜로/로맨스,"문채원(배수정), 유연석(김재현)",[국내] 15세 관람가
로그 원: 스타워즈 스토리,2016.12.28,5127537094,596487,907,15441,미국,월트디즈니컴퍼니코리아 유한책임회사,가렛 에드워즈,액션,"펠리시티 존스(진 어소), 디에고 루나(카시안 안도르), 매즈 미켈슨(겔렌 어소)",[국내] 12세 관람가 [해외] PG-13
나를 찾아줘,2019.11.27,5117014620,645082,875,29475,한국,워너브러더스 코리아(주),김승우,스릴러,"이영애(정연), 유재명(홍경장), 박해준(명국)",[국내] 15세 관람가
그것: 두 번째 이야기,2019.9.4,5112010367,591346,999,25622,미국,워너브러더스 코리아(주),안드레스 무시에티,스릴러,"빌 스카스가드(페니와이즈), 제임스 맥어보이(빌), 제시카 차스테인(베벌리)",[국내] 15세 관람가
미스터 주: 사라진 VIP,2020.1.22,5071671660,603203,692,28187,한국,"메가박스중앙(주)플러스엠,(주)리틀빅픽쳐스",김태윤,코미디,"이성민(주태주/모기1 목소리), 김서형(민국장/모기2 목소리), 배정남(만식)",[국내] 12세 관람가
아빠는 딸,2017.4.12,5054757395,647305,586,33263,한국,메가박스중앙(주)플러스엠,김형협,코미디,"윤제문(원상태), 정소민(원도연)",[국내] 12세 관람가
내 깡패 같은 애인,2010.5.20,5028520000,688639,265,25806,한국,롯데쇼핑㈜롯데엔터테인먼트,김광식,코미디,"박중훈(동철), 정유미(세진)",[국내] 15세 관람가
리오,2011.7.27,5021719500,645151,333,13781,미국,이십세기폭스코리아(주),카를로스 살다나,애니메이션,"제시 아이젠버그(블루 목소리), 앤 해서웨이(쥬엘 목소리), 저메인 클레멘트(나이젤 목소리)",[국내] 전체 관람가
인비저블맨,2020.2.26,5015895060,575043,776,63076,미국,유니버설픽쳐스인터내셔널 코리아(유),리 워넬,공포,엘리자베스 모스(세실리아),[국내] 15세 관람가
트롤,2017.2.16,5011161500,675966,622,18387,미국,(주)씨제이이엔엠,케빈 먼로,애니메이션,"이승행(그리머 /하프스톤 목소리), 손선영(트림 목소리), 원에스더(프레야 목소리)",[국내] 전체 관람가
이스케이프 룸,2019.3.14,5007420664,563114,850,29219,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,애덤 로비텔,액션,"테일러 러셀(조이 데이비스), 로건 밀러(벤 밀러)",[국내] 15세 관람가
신비아파트: 금빛 도깨비와 비밀의 동굴,2018.7.25,5001247250,678091,762,16175,한국,(주)씨제이이엔엠,김병갑,애니메이션,"조현정(신비 목소리), 김영은(하리 목소리), 김채하(두리 목소리)",[국내] 전체 관람가
아이 엠 넘버 포,2011.2.24,4955215500,654386,284,22145,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,D.J. 카루소,액션,"알렉스 페티퍼(존), 티모시 올리펀트(헨리), 테레사 팔머(넘버 6)",[국내] 12세 관람가 [해외] PG-13
우는 남자,2014.6.4,4924852800,603495,508,22322,한국,(주)씨제이이엔엠,이정범,액션,"장동건(곤), 김민희(모경)",[국내] 청소년 관람불가
사냥,2016.6.29,4912658515,645922,696,28862,한국,롯데쇼핑㈜롯데엔터테인먼트,아론 미르테스,공포,"레이시 하트젤(킴벌리), 테일러 노박(리바이), 앨리슨 슈럼(브룩)",[국내] 청소년 관람불가
나쁜 녀석들: 포에버,2020.1.15,4880576760,547775,896,29888,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,아딜 엘 아르비,액션,"윌 스미스(마이크 로리 형사), 마틴 로렌스(마커스 버넷 형사)",[국내] 청소년 관람불가
생텀,2011.2.10,4828519000,465039,323,16998,미국,(주)시너지하우스 (시너지),앨리스터 그리어슨,액션,"이안 그루퍼드(칼 헐리), 리차드 록스버그(프랭크 맥기어), 라이스 웨이크필드(조쉬 맥기어)",[국내] 15세 관람가 [해외] R
침입자,2020.6.4,4810611000,532045,1365,53636,한국,(주)에이스메이커무비웍스,손원평,미스터리,"송지효(유진), 김무열(서진)",[국내] 15세 관람가
고양이: 죽음을 보는 두 개의 눈,2011.7.7,4780502000,672314,304,18972,한국,(주)넥스트엔터테인먼트월드(NEW),변승욱,공포,"박민영(소연), 김동욱(준석), 김예론(희진)",[국내] 15세 관람가
아더 크리스마스,2011.11.25,4771040500,620995,356,14606,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,사라 스미스,애니메이션,"빌 나이(산타할아버지 목소리), 제임스 맥어보이(아더 목소리), 휴 로리(스티브 목소리)",[국내] 전체 관람가 [해외] PG
열정같은소리하고있네,2015.11.25,4758959902,654102,566,30459,한국,(주)넥스트엔터테인먼트월드(NEW),정기훈,드라마,"정재영(하재관), 박보영(도라희)",[국내] 15세 관람가
레지던트 이블 5 : 최후의 심판,2012.9.13,4757460500,558433,368,24599,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,폴 앤더슨,액션,밀라 요보비치(엘리스),[국내] 청소년 관람불가 [해외] R
특종: 량첸살인기,2015.10.22,4754763118,616481,776,31783,한국,롯데쇼핑㈜롯데엔터테인먼트,노덕,스릴러,"조정석(허무혁), 이미숙(백국장), 이하나(수진)",[국내] 15세 관람가
황제를 위하여,2014.6.11,4754501771,592435,423,26736,한국,유나이티드픽처스(주),박상준,액션,"이민기(이환), 박성웅(상하), 이태임(연수)",[국내] 청소년 관람불가
서부전선,2015.9.24,4751661400,609063,509,18935,한국,롯데쇼핑㈜롯데엔터테인먼트,천성일,전쟁,"설경구(남복), 여진구(영광)",[국내] 12세 관람가
버닝,2018.5.17,4716771098,528435,739,26514,한국,CGV아트하우스,이창동,미스터리,"유아인(종수), 스티븐 연(벤), 전종서(해미)",[국내] 청소년 관람불가
스타워즈: 라이즈 오브 스카이워커,2020.1.8,4704790210,507265,957,28695,미국,월트디즈니컴퍼니코리아 유한책임회사,J.J. 에이브럼스,액션,"데이지 리들리(레이), 아담 드라이버(카일로 렌), 존 보예가(핀)",[국내] 12세 관람가
47 미터,2017.7.19,4686079657,590045,733,20457,영국,(주)키다리이엔티,요하네스 로버츠,공포,"소피 넬리스(미아), 시스틴 로즈 스탤론(니콜), 브리안느 쥬(알렉사)",[국내] 15세 관람가
머니볼,2011.11.17,4677562000,641099,385,21961,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,베넷 밀러,드라마,브래드 피트(빌리 빈),[국내] 12세 관람가 [해외] PG-13
스노우 화이트 앤 더 헌츠맨,2012.5.30,4646250000,636631,447,20647,미국,유니버설픽쳐스인터내셔널 코리아(유),루퍼트 샌더스,판타지,"샤를리즈 테론(이블 퀸), 크리스틴 스튜어트(스노우 화이트), 크리스 헴스워스(헌츠맨)",[국내] 12세 관람가
잭 리처: 네버 고 백,2016.11.30,4638072258,611097,667,23659,미국,롯데쇼핑㈜롯데엔터테인먼트,에드워드 즈윅,액션,"톰 크루즈(잭 리처), 코비 스멀더스(수잔 터너)",[국내] 15세 관람가
마음이2,2010.7.21,4631432000,696382,262,20458,한국,롯데쇼핑㈜롯데엔터테인먼트,이정철,가족,"달이(마음이), 성동일(혁필), 김정태(두필)",[국내] 전체 관람가
채피,2015.3.12,4620380654,573661,536,24669,미국,유니버설픽쳐스인터내셔널 코리아(유),닐 블롬캠프,액션,"휴 잭맨(빈센트), 샬토 코플리(채피), 시고니 위버(미셸 브래들리)",[국내] 15세 관람가 [해외] R
콰이어트 플레이스,2018.4.12,4580889849,526073,677,30760,미국,롯데쇼핑㈜롯데엔터테인먼트,존 크래신스키,스릴러,"에밀리 블런트, 킬리언 머피, 밀리센트 시몬스",[국내] 15세 관람가
극장판 헬로카봇 : 달나라를 구해줘!,2019.9.4,4579618150,590413,889,20852,한국,롯데컬처웍스(주)롯데엔터테인먼트,최신규,애니메이션,"이지현(차탄 / 모나 한국어 목소리), 김용준(아빠 한국어 목소리), 양정화(엄마 / 장군 한국어 목소리)",[국내] 전체 관람가
인 타임,2011.10.27,4579554500,616943,304,21836,미국,이십세기폭스코리아(주),앤드류 니콜,액션,"아만다 사이프리드(실비아 웨이스), 저스틴 팀버레이크(윌 살라스), 킬리언 머피(타임키퍼 레이몬드 리언)",[국내] 12세 관람가 [해외] PG-13
양자물리학,2019.9.25,4536436380,554939,799,25296,한국,(주)메리크리스마스,이성태,범죄,"박해수(이찬우), 서예지(성은영), 김상호(박기헌)",[국내] 15세 관람가
플랜맨,2014.1.9,4528561558,632299,458,20459,한국,롯데쇼핑㈜롯데엔터테인먼트,성시흡,코미디,"정재영(한정석), 한지민(유소정)",[국내] 15세 관람가
애드 아스트라,2019.9.19,4518393460,513375,853,27816,미국,이십세기폭스코리아(주),제임스 그레이,SF,브래드 피트(로이 맥브라이드),[국내] 12세 관람가
메가로돈,2018.8.15,4516122497,527962,601,16459,미국,워너브러더스 코리아(주),존 터틀타웁,액션,"제이슨 스타뎀(조나스 테일러), 레인 윌슨(잭 모리스)",[국내] 12세 관람가 [해외] PG-13
콜롬비아나,2011.8.31,4514882000,598365,397,25622,미국,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",올리비에 메가턴,액션,"조 샐다나(카탈리아), 마이클 바턴(대니)",[국내] 15세 관람가 [해외] PG-13
툼레이더,2018.3.8,4500905762,540410,806,31823,미국,워너브러더스 코리아(주),로아 우타우,액션,알리시아 비칸데르(라라 크로포트),[국내] 12세 관람가
국제수사,2020.9.29,4496603760,537470,1074,41108,한국,(주)쇼박스,김봉한,액션,"곽도원(홍병수), 김대명(황만철), 김희원(패트릭)",[국내] 15세 관람가
더 울프 오브 월스트리트,2014.1.9,4490682000,585082,395,13735,미국,주식회사 우리네트웍스,마틴 스콜세지,코미디,"레오나르도 디카프리오(조단 벨포트), 조나 힐(도니 아조프), 매튜 맥커너히(마크 한나)",[국내] 청소년 관람불가
싱 스트리트,2016.5.19,4489637672,560790,494,22825,아일랜드,(주)이수C&E,존 카니,드라마,"페리다 월시-필로(코너), 루시 보인턴(라피나), 잭 레이너(브렌든)",[국내] 15세 관람가 [해외] PG-13
극장판 헬로카봇: 옴파로스 섬의 비밀,2019.1.31,4485953140,575362,752,15827,한국,(주)넥스트엔터테인먼트월드(NEW),최신규,애니메이션,"이지현(차탄 목소리), 김용준(차산/코어 목소리)",[국내] 전체 관람가
헝거게임: 판엠의 불꽃,2012.4.5,4478418000,607956,514,24924,미국,롯데쇼핑㈜롯데엔터테인먼트,게리 로스,판타지,"제니퍼 로렌스(캣니스 에버딘), 조쉬 허처슨(피타 멜락), 리암 헴스워스(게일 호손)",[국내] 15세 관람가
타이타닉,1998.2.20,4473640500,369643,272,10365,미국,"씨네힐,이십세기폭스코리아(주)",제임스 카메론,멜로/로맨스,"레오나르도 디카프리오(잭 도슨), 케이트 윈슬렛(로즈 드윗 부카더)",[국내] 15세 관람가 [해외] PG-13
그린 존,2010.3.25,4460075000,596403,268,27563,미국,(주)싸이더스,폴 그린그래스,액션,"맷 데이먼(로이 밀러), 제이슨 아이삭스(브릭스)",[국내] 15세 관람가 [해외] R
메카닉: 리크루트,2016.8.31,4458200800,551897,320,17497,미국,(주)제이앤씨미디어그룹,데니스 간젤,액션,"제이슨 스타뎀(비숍), 제시카 알바(지나), 토미 리 존스(아담스)",[국내] 15세 관람가 [해외] R
타잔 3D,2014.1.9,4452845000,597142,527,12994,독일,(주)싸이더스,라인하드 클루스,애니메이션,"켈란 루츠(타잔), 스펜서 로크(제인 포터)",[국내] 전체 관람가
"그날, 바다",2018.4.12,4446000528,540631,643,30376,한국,(주)엣나인필름,김지영,다큐멘터리,정우성(내레이션),[국내] 15세 관람가
더 임파서블,2013.1.17,4445235500,622704,407,19595,스페인,롯데쇼핑㈜롯데엔터테인먼트,후안 안토니오 바요나,드라마,"이완 맥그리거(헨리), 나오미 왓츠(마리아), 톰 홀랜드(루카스)",[국내] 12세 관람가 [해외] PG-13
미쓰GO,2012.6.21,4441859000,611685,440,24851,한국,(주)넥스트엔터테인먼트월드(NEW),박철관,코미디,"고현정(천수로), 유해진(빨간구두), 성동일(성반장)",[국내] 15세 관람가
