영화명,개봉일,매출액,관객수,스크린수,상영횟수,국적,배급사
특수본,2011.11.24,8096052500.0,"1,118,258",471,"40,881",한국,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트"
가디언즈,2012.11.29,8083010500.0,"1,056,250",470,"21,045",미국,(주)씨제이이엔엠
오빠생각,2016.1.21,8060591287.0,"1,069,864",855,"44,801",한국,(주)넥스트엔터테인먼트월드(NEW)
베스트셀러,2010.4.15,7983184500.0,"1,081,752",308,"41,064",한국,(주)시너지하우스 (시너지)
수상한 고객들,2011.4.14,7953428000.0,"1,059,350",411,"33,930",한국,(주)씨제이이엔엠
몬스터 호텔 3,2018.8.8,7934082800.0,"1,072,220",715,"21,247",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
1917,2020.2.19,7924722960.0,"877,017",932,"91,511",미국,(주)스마일이엔티
김종욱 찾기,2010.12.8,7894328000.0,"1,081,748",427,"31,167",한국,CJ ENM
나랏말싸미,2019.7.24,7871240823.0,"958,775","1,211","39,206",한국,메가박스중앙(주)플러스엠
결백,2020.6.10,7859629340.0,"894,025","1,112","74,532",한국,"소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,(주)키다리이엔티"
헝거게임: 캣칭 파이어,2013.11.21,7850816000.0,"1,125,739",630,"33,686",미국,롯데쇼핑㈜롯데엔터테인먼트
더 울버린,2013.7.25,7849518000.0,"1,075,333",707,"26,905",미국,이십세기폭스코리아(주)
방황하는 칼날,2014.4.10,7828891800.0,"989,906",594,"38,850",한국,(주)씨제이이엔엠
"고산자, 대동여지도",2016.9.7,7801007258.0,"974,262",765,"38,048",한국,(주)씨제이이엔엠
셜록 홈즈,2009.12.23,7787961500.0,"1,052,059",359,"25,768","미국,영국",워너브러더스 코리아(주)
개구쟁이 스머프,2011.8.11,7722519000.0,"1,027,436",399,"18,225",미국,한국소니픽쳐스릴리징브에나비스타영화㈜
파괴된 사나이,2010.7.1,7692092100.0,"1,012,310",363,"31,985",한국,(주)시너지하우스 (시너지)
미 비포 유,2016.6.1,7663772990.0,"945,172",481,"28,458",미국,워너브러더스 코리아(주)
마루 밑 아리에티,2010.9.9,7649985500.0,"1,065,967",337,"29,804",일본,CJ ENM
엑스맨: 다크 피닉스,2019.6.5,7649216640.0,"862,744",991,"29,386",미국,이십세기폭스코리아(주)
매그니피센트 7,2016.9.14,7633490421.0,"921,317",579,"27,648",미국,유니버설픽쳐스인터내셔널 코리아(유)
갓 오브 이집트,2016.3.3,7621291624.0,"919,834",618,"35,323",미국,"(주)시네마서비스,(주)나이너스엔터테인먼트"
타이탄의 분노,2012.3.29,7591124500.0,"893,027",535,"33,580",미국,워너브러더스 코리아(주)
오직 그대만,2011.10.20,7591008500.0,"1,027,622",435,"35,365",한국,(주)쇼박스
불한당: 나쁜 놈들의 세상,2017.5.17,7587004625.0,"939,535",860,"37,913",한국,(주)씨제이이엔엠
심장이 뛴다,2011.1.5,7538083500.0,"1,006,947",445,"26,778",한국,롯데쇼핑㈜롯데엔터테인먼트
"님아, 그 강을 건너지 마오",2014.11.27,7510901600.0,"955,433",486,"26,199",한국,"CGV아트하우스,(주)대명문화공장"
월요일이 사라졌다,2018.2.22,7489885100.0,"903,175",381,"24,247","영국,미국,프랑스,벨기에",(주)스마일이엔티
염력,2018.1.31,7484644112.0,"990,104","1,099","45,623",한국,(주)넥스트엔터테인먼트월드(NEW)
맨 인 블랙: 인터내셔널,2019.6.12,7464209570.0,"851,917","1,151","40,520",미국,롯데컬처웍스(주)롯데엔터테인먼트
본 레거시,2012.9.6,7412233000.0,"1,015,711",585,"31,628",미국,유니버설픽쳐스인터내셔널 코리아(유)
허삼관,2015.1.14,7408943569.0,"955,679",621,"27,645",한국,(주)넥스트엔터테인먼트월드(NEW)
셔터 아일랜드,2010.3.18,7407854500.0,"990,223",272,"29,043",미국,CJ ENM
미쓰 와이프,2015.8.13,7387086869.0,"988,451",437,"28,864",한국,메가박스중앙(주)플러스엠
잭 더 자이언트 킬러,2013.2.28,7376481000.0,"956,154",507,"27,115",미국,워너브러더스 코리아(주)
시체가 돌아왔다,2012.3.29,7360631000.0,"986,923",435,"36,705",한국,(주)씨제이이엔엠
스텝 업 3D,2010.8.5,7345439000.0,"671,845",250,"14,805",미국,(주)화앤담이엔티
그것,2017.9.6,7335022607.0,"888,836",837,"35,430",미국,워너브러더스 코리아(주)
로보캅,2014.2.13,7299641958.0,"979,509",627,"29,686",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
작은 아씨들,2020.2.12,7283877330.0,"864,782","1,105","59,781",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
우리는 형제입니다,2014.10.23,7263255399.0,"970,373",566,"41,638",한국,(주)쇼박스
가문의 영광5 - 가문의 귀환,2012.12.19,7245056500.0,"1,012,223",447,"22,573",한국,롯데쇼핑㈜롯데엔터테인먼트
존 카터: 바숨 전쟁의 서막,2012.3.8,7229870500.0,"838,126",508,"30,760",미국,한국소니픽쳐스릴리징브에나비스타영화㈜
레전드 오브 타잔,2016.6.29,7196970717.0,"858,402",593,"28,021",미국,워너브러더스 코리아(주)
원더풀 라디오,2012.1.5,7193596000.0,"977,470",474,"29,167",한국,(주)쇼박스
셜록홈즈 : 그림자 게임,2011.12.21,7168608500.0,"949,299",360,"25,140",미국,워너브러더스 코리아(주)
스텝업4 : 레볼루션,2012.8.15,7157894000.0,"953,871",281,"23,522",미국,롯데쇼핑㈜롯데엔터테인먼트
미드웨이,2019.12.31,7143163010.0,"824,836",842,"32,902",미국,(주)누리픽쳐스
애나벨,2014.10.2,7083492943.0,"926,027",464,"29,000",미국,워너브러더스 코리아(주)
파퍼씨네 펭귄들,2011.9.7,7049177000.0,"980,387",333,"26,307",미국,이십세기폭스코리아(주)
몬스터 호텔 2,2015.12.24,7029012585.0,"962,770",686,"12,388",미국,유니버설픽쳐스인터내셔널 코리아(유)
방가? 방가!,2010.9.30,7013842000.0,"972,431",312,"41,556",한국,(주)시너지하우스 (시너지)
동창생,2013.11.6,7010197126.0,"1,048,280",660,"36,401",한국,(주)쇼박스
인랑,2018.7.25,7006622673.0,"898,945","1,085","25,427",한국,워너브러더스 코리아(주)
살인의뢰,2015.3.12,6986456737.0,"855,980",646,"35,244",한국,씨네그루(주)다우기술
시동,2019.12.18,6876716560.0,"792,493",825,"34,835",한국,(주)넥스트엔터테인먼트월드(NEW)
뽀로로 극장판 슈퍼썰매 대모험,2013.1.23,6826641500.0,"931,342",459,"19,941",한국,"(주)넥스트엔터테인먼트월드(NEW),(주)씨제이이엔엠"
돈 크라이 마미,2012.11.22,6798882099.0,"972,962",444,"29,539",한국,(주)에스비에스콘텐츠허브
평행이론,2010.2.18,6793066000.0,"921,111",265,"32,341",한국,CJ ENM
하트 오브 더 씨,2015.12.3,6777420023.0,"809,399",535,"29,219",미국,워너브러더스 코리아(주)
에픽 : 숲속의 전설,2013.8.7,6748072000.0,"978,785",471,"18,377",미국,이십세기폭스코리아(주)
점쟁이들,2012.10.3,6731202500.0,"953,682",479,"31,577",한국,(주)넥스트엔터테인먼트월드(NEW)
투어리스트,2010.12.9,6728872000.0,"901,843",418,"26,842",미국,한국소니픽쳐스릴리징브에나비스타영화㈜
베이비 드라이버,2017.9.14,6699906214.0,"822,769",778,"40,531",영국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
전국노래자랑,2013.5.1,6687636000.0,"978,413",581,"41,649",한국,롯데쇼핑㈜롯데엔터테인먼트
브리짓 존스의 베이비,2016.9.28,6678585874.0,"820,995",509,"30,736",미국,유니버설픽쳐스인터내셔널 코리아(유)
디스 민즈 워,2012.2.29,6661435000.0,"873,396",351,"32,790",미국,이십세기폭스코리아(주)
틴틴 : 유니콘호의 비밀,2011.12.7,6646528500.0,"803,256",644,"31,075","미국,뉴질랜드,벨기에",롯데쇼핑㈜롯데엔터테인먼트
오리엔트 특급 살인,2017.11.29,6636205163.0,"863,567",707,"35,031",미국,이십세기폭스코리아(주)
슈퍼배드 2,2013.9.12,6605655500.0,"962,862",424,"17,373",미국,유니버설픽쳐스인터내셔널 코리아(유)
극장판 헬로카봇 : 백악기 시대,2018.8.1,6589532500.0,"879,449",758,"16,173",한국,(주)넥스트엔터테인먼트월드(NEW)
좋아해줘,2016.2.17,6572774337.0,"848,148",637,"27,125",한국,(주)씨제이이엔엠
크루즈 패밀리,2013.5.16,6540951500.0,"941,824",525,"21,734",미국,(주)씨제이이엔엠
레슬러,2018.5.9,6481379657.0,"771,141",957,"43,079",한국,롯데쇼핑㈜롯데엔터테인먼트
레지던트 이블: 파멸의 날,2017.1.25,6422202365.0,"765,259",599,"24,450","미국,독일,호주,캐나다,프랑스",유니버설픽쳐스인터내셔널 코리아(유)
체포왕,2011.5.4,6413325500.0,"870,887",407,"32,545",한국,롯데쇼핑㈜롯데엔터테인먼트
헝거게임: 모킹제이,2014.11.20,6400058044.0,"854,377",630,"28,796",미국,롯데쇼핑㈜롯데엔터테인먼트
인시디어스 3,2015.7.9,6396650620.0,"825,517",416,"20,824",미국,유니버설픽쳐스인터내셔널 코리아(유)
손님,2015.7.9,6385937880.0,"828,025",634,"23,404",한국,(주)씨제이이엔엠
스카이 라인,2010.11.24,6320601500.0,"860,340",427,"31,690",미국,(주)화앤담이엔티
만추,2011.2.17,6313817000.0,"845,845",444,"25,590","한국,미국,홍콩",CJ ENM
상류사회,2018.8.29,6313416163.0,"768,442",867,"41,725",한국,롯데컬처웍스(주)롯데엔터테인먼트
공각기동대 : 고스트 인 더 쉘,2017.3.29,6285970884.0,"764,072",807,"36,261",미국,롯데쇼핑㈜롯데엔터테인먼트
대립군,2017.5.31,6276963402.0,"837,500",809,"29,084",한국,이십세기폭스코리아(주)
보헤미안 랩소디,2018.10.31,6270535440.0,"723,804",732,"27,689",미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)"
기술자들,2014.12.24,6241817635.0,"786,257",481,"18,808",한국,롯데쇼핑㈜롯데엔터테인먼트
월터의 상상은 현실이 된다,2013.12.31,6134220799.0,"834,348",373,"22,938",미국,"글뫼 주식회사,이십세기폭스코리아(주)"
새미의 어드벤쳐,2010.12.15,6108607500.0,"647,860",309,"14,302",벨기에,CJ ENM
물괴,2018.9.12,6106452954.0,"723,622","1,183","46,022",한국,"롯데컬처웍스(주)롯데엔터테인먼트,(주)키다리이엔티"
레드슈즈,2019.7.25,6103833190.0,"817,729",717,"20,376",한국,(주)넥스트엔터테인먼트월드(NEW)
스플릿,2016.11.9,6102712539.0,"758,195",702,"32,616",한국,오퍼스픽쳐스(유)
열한시,2013.11.28,6097792000.0,"870,785",512,"32,536",한국,(주)씨제이이엔엠
퍼스트맨,2018.10.18,6094765639.0,"665,364","1,190","40,580",미국,유니버설픽쳐스인터내셔널 코리아(유)
캣츠,2019.12.24,6093167690.0,"728,328","1,143","22,732","미국,영국",유니버설픽쳐스인터내셔널 코리아(유)
몬스터 호텔,2013.1.17,6080221500.0,"884,885",489,"16,647",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
헝거게임: 더 파이널,2015.11.18,6069167163.0,"806,520",661,"26,973",미국,롯데쇼핑㈜롯데엔터테인먼트
미쓰백,2018.10.11,6040344066.0,"722,182",671,"41,961",한국,(주)리틀빅픽쳐스
그랜드 부다페스트 호텔,2014.3.20,6019756082.0,"774,699",241,"26,377","미국,독일","(주)피터팬픽쳐스,이십세기폭스코리아(주)"
개구쟁이 스머프 2,2013.8.1,5993979500.0,"921,788",478,"15,485",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
고질라,2014.5.15,5972847963.0,"709,734",610,"25,335",미국,워너브러더스 코리아(주)
남쪽으로 튀어,2013.2.6,5970851500.0,"832,894",428,"23,088",한국,롯데쇼핑㈜롯데엔터테인먼트
킹스 스피치,2011.3.17,5963126500.0,"806,248",327,"33,979","영국,호주",(주)화앤담이엔티
미확인 동영상 : 절대클릭금지,2012.5.30,5939840500.0,"867,386",361,"25,059",한국,(주)쇼박스
카트,2014.11.13,5912676633.0,"812,490",544,"28,547",한국,(주)리틀빅픽쳐스
런던 해즈 폴른,2016.3.10,5908367979.0,"731,584",526,"37,569","미국,영국",메가박스중앙(주)플러스엠
뽀로로 극장판 보물섬 대모험,2019.4.25,5886383900.0,"766,843",797,"20,075",한국,(주)넥스트엔터테인먼트월드(NEW)
몬스터 대학교,2013.9.12,5879223500.0,"870,605",385,"15,172",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
관능의 법칙,2014.2.13,5858771500.0,"781,516",591,"30,630",한국,롯데쇼핑㈜롯데엔터테인먼트
뽀로로 극장판 공룡섬 대모험,2017.12.7,5848888600.0,"773,743",803,"18,226",한국,(주)넥스트엔터테인먼트월드(NEW)
"안녕, 헤이즐",2014.8.13,5833905000.0,"749,146",326,"17,946",미국,이십세기폭스코리아(주)
고死 두 번째 이야기: 교생실습,2010.7.28,5802318000.0,"857,038",313,"23,307",한국,(주)넥스트엔터테인먼트월드(NEW)
A-특공대,2010.6.10,5795794000.0,"777,985",323,"26,460",미국,이십세기폭스코리아(주)
잭 리처,2013.1.17,5758577000.0,"784,031",431,"19,868",미국,(주)씨제이이엔엠
샤잠!,2019.4.3,5743398797.0,"657,294","1,148","45,003",미국,워너브러더스 코리아(주)
푸른소금,2011.8.31,5739824500.0,"771,699",476,"28,346","한국,필리핀",(주)씨제이이엔엠
삼총사 3D,2011.10.12,5731619500.0,"660,172",510,"29,377","독일,영국,프랑스",롯데쇼핑㈜롯데엔터테인먼트
명탐정 피카츄,2019.5.9,5730788546.0,"686,809",817,"25,776",미국,워너브러더스 코리아(주)
리오 2,2014.5.1,5669231900.0,"765,961",598,"14,929",미국,이십세기폭스코리아(주)
피라냐,2010.8.26,5661671000.0,"505,836",310,"22,744",미국,에스케이텔레콤(주)
인페르노,2016.10.19,5656281303.0,"689,071",754,"31,809","미국,일본,터키,헝가리",유니버설픽쳐스인터내셔널 코리아(유)
화이트: 저주의 멜로디,2011.6.9,5587166000.0,"790,954",311,"28,059",한국,(주)씨제이이엔엠
토르: 마법망치의 전설,2012.2.9,5550797500.0,"768,426",383,"18,742",아이슬란드,"롯데쇼핑㈜롯데엔터테인먼트,(주)스마일이엔티"
신데렐라,2015.3.19,5500502900.0,"716,491",531,"27,508",미국,월트디즈니컴퍼니코리아(주)
국가대표 2,2016.8.10,5482232042.0,"709,929",562,"20,689",한국,메가박스중앙(주)플러스엠
트랜센던스,2014.5.14,5478536500.0,"696,436",417,"23,243",미국,롯데쇼핑㈜롯데엔터테인먼트
패신저스,2017.1.4,5467466918.0,"668,576",608,"21,517",미국,유니버설픽쳐스인터내셔널 코리아(유)
지푸라기라도 잡고 싶은 짐승들,2020.2.19,5457014750.0,"628,977",996,"65,645",한국,메가박스중앙(주)플러스엠
나는 왕이로소이다,2012.8.8,5455343404.0,"790,181",471,"21,898",한국,롯데쇼핑㈜롯데엔터테인먼트
반창꼬,2012.12.19,5451422068.0,"745,262",381,"20,840",한국,(주)넥스트엔터테인먼트월드(NEW)
하늘에서 음식이 내린다면,2010.2.11,5413862500.0,"654,510",282,"16,556",미국,한국소니픽쳐스릴리징브에나비스타영화㈜
하늘에서 음식이 내린다면 2,2013.11.21,5411562500.0,"797,850",545,"16,340",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
풍산개,2011.6.23,5395201500.0,"714,136",286,"19,194",한국,(주)넥스트엔터테인먼트월드(NEW)
픽셀,2015.7.16,5390909947.0,"681,945",557,"21,307",미국,유니버설픽쳐스인터내셔널 코리아(유)
주유소 습격사건 2,2010.1.21,5379208500.0,"729,834",315,"27,844",한국,(주)시네마서비스
더 파이브,2013.11.14,5343797000.0,"731,212",501,"27,308",한국,(주)씨제이이엔엠
스파이더맨: 뉴 유니버스,2018.12.12,5305289076.0,"639,934",722,"22,113",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
상의원,2014.12.24,5293724564.0,"676,632",466,"13,809",한국,"(주)쇼박스,(주)와우픽쳐스"
통증,2011.9.7,5246996000.0,"700,272",317,"29,211",한국,롯데쇼핑㈜롯데엔터테인먼트
널 기다리며,2016.3.10,5234303336.0,"635,235",551,"33,774",한국,(주)넥스트엔터테인먼트월드(NEW)
설리: 허드슨강의 기적,2016.9.28,5234170754.0,"627,102",573,"26,609",미국,워너브러더스 코리아(주)
광대들: 풍문조작단,2019.8.21,5228976088.0,"637,461",806,"29,048",한국,워너브러더스 코리아(주)
퍼펙트 게임,2011.12.21,5224000500.0,"695,312",396,"21,284",한국,롯데쇼핑㈜롯데엔터테인먼트
앵그리버드 더 무비,2016.5.19,5218111744.0,"680,606",661,"15,812","미국,핀란드",유니버설픽쳐스인터내셔널 코리아(유)
컨택트,2017.2.2,5214551521.0,"634,150",605,"22,770",미국,유니버설픽쳐스인터내셔널 코리아(유)
그날의 분위기,2016.1.14,5149571612.0,"653,287",592,"27,186",한국,(주)쇼박스
로그 원: 스타워즈 스토리,2016.12.28,5127537094.0,"596,487",907,"15,441",미국,월트디즈니컴퍼니코리아 유한책임회사
나를 찾아줘,2019.11.27,5117014620.0,"645,082",875,"29,475",한국,워너브러더스 코리아(주)
그것: 두 번째 이야기,2019.9.4,5112010367.0,"591,346",999,"25,622",미국,워너브러더스 코리아(주)
미스터 주: 사라진 VIP,2020.1.22,5071671660.0,"603,203",692,"28,187",한국,"메가박스중앙(주)플러스엠,(주)리틀빅픽쳐스"
아빠는 딸,2017.4.12,5054757395.0,"647,305",586,"33,263",한국,메가박스중앙(주)플러스엠
내 깡패 같은 애인,2010.5.20,5028520000.0,"688,639",265,"25,806",한국,롯데쇼핑㈜롯데엔터테인먼트
리오,2011.7.27,5021719500.0,"645,151",333,"13,781",미국,이십세기폭스코리아(주)
인비저블맨,2020.2.26,5015895060.0,"575,043",776,"63,076",미국,유니버설픽쳐스인터내셔널 코리아(유)
트롤,2017.2.16,5011161500.0,"675,966",622,"18,387",미국,(주)씨제이이엔엠
이스케이프 룸,2019.3.14,5007420664.0,"563,114",850,"29,219",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
신비아파트: 금빛 도깨비와 비밀의 동굴,2018.7.25,5001247250.0,"678,091",762,"16,175",한국,(주)씨제이이엔엠
아이 엠 넘버 포,2011.2.24,4955215500.0,"654,386",284,"22,145",미국,한국소니픽쳐스릴리징브에나비스타영화㈜
우는 남자,2014.6.4,4924852800.0,"603,495",508,"22,322",한국,(주)씨제이이엔엠
사냥,2016.6.29,4912658515.0,"645,922",696,"28,862",한국,롯데쇼핑㈜롯데엔터테인먼트
나쁜 녀석들: 포에버,2020.1.15,4880576760.0,"547,775",896,"29,888",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
생텀,2011.2.10,4828519000.0,"465,039",323,"16,998","미국,호주",(주)시너지하우스 (시너지)
침입자,2020.6.4,4810611000.0,"532,045","1,365","53,636",한국,(주)에이스메이커무비웍스
고양이: 죽음을 보는 두 개의 눈,2011.7.7,4780502000.0,"672,314",304,"18,972",한국,(주)넥스트엔터테인먼트월드(NEW)
아더 크리스마스,2011.11.25,4771040500.0,"620,995",356,"14,606",미국,한국소니픽쳐스릴리징브에나비스타영화㈜
열정같은소리하고있네,2015.11.25,4758959902.0,"654,102",566,"30,459",한국,(주)넥스트엔터테인먼트월드(NEW)
레지던트 이블 5 : 최후의 심판,2012.9.13,4757460500.0,"558,433",368,"24,599","미국,독일",한국소니픽쳐스릴리징브에나비스타영화㈜
특종: 량첸살인기,2015.10.22,4754763118.0,"616,481",776,"31,783",한국,롯데쇼핑㈜롯데엔터테인먼트
황제를 위하여,2014.6.11,4754501771.0,"592,435",423,"26,736",한국,유나이티드픽처스(주)
서부전선,2015.9.24,4751661400.0,"609,063",509,"18,935",한국,롯데쇼핑㈜롯데엔터테인먼트
버닝,2018.5.17,4716771098.0,"528,435",739,"26,514",한국,CGV아트하우스
스타워즈: 라이즈 오브 스카이워커,2020.1.8,4704790210.0,"507,265",957,"28,695",미국,월트디즈니컴퍼니코리아 유한책임회사
47 미터,2017.7.19,4686079657.0,"590,045",733,"20,457",영국,(주)키다리이엔티
머니볼,2011.11.17,4677562000.0,"641,099",385,"21,961",미국,한국소니픽쳐스릴리징브에나비스타영화㈜
스노우 화이트 앤 더 헌츠맨,2012.5.30,4646250000.0,"636,631",447,"20,647",미국,유니버설픽쳐스인터내셔널 코리아(유)
잭 리처: 네버 고 백,2016.11.30,4638072258.0,"611,097",667,"23,659",미국,롯데쇼핑㈜롯데엔터테인먼트
마음이2,2010.7.21,4631432000.0,"696,382",262,"20,458","한국,중국",롯데쇼핑㈜롯데엔터테인먼트
채피,2015.3.12,4620380654.0,"573,661",536,"24,669",미국,유니버설픽쳐스인터내셔널 코리아(유)
콰이어트 플레이스,2018.4.12,4580889849.0,"526,073",677,"30,760",미국,롯데쇼핑㈜롯데엔터테인먼트
극장판 헬로카봇 : 달나라를 구해줘!,2019.9.4,4579618150.0,"590,413",889,"20,852",한국,롯데컬처웍스(주)롯데엔터테인먼트
인 타임,2011.10.27,4579554500.0,"616,943",304,"21,836",미국,이십세기폭스코리아(주)
양자물리학,2019.9.25,4536436380.0,"554,939",799,"25,296",한국,(주)메리크리스마스
플랜맨,2014.1.9,4528561558.0,"632,299",458,"20,459",한국,롯데쇼핑㈜롯데엔터테인먼트
애드 아스트라,2019.9.19,4518393460.0,"513,375",853,"27,816",미국,이십세기폭스코리아(주)
메가로돈,2018.8.15,4516122497.0,"527,962",601,"16,459",미국,워너브러더스 코리아(주)
콜롬비아나,2011.8.31,4514882000.0,"598,365",397,"25,622","미국,프랑스","(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트"
툼레이더,2018.3.8,4500905762.0,"540,410",806,"31,823",미국,워너브러더스 코리아(주)
국제수사,2020.9.29,4496603760.0,"537,470","1,074","41,108",한국,(주)쇼박스
더 울프 오브 월스트리트,2014.1.9,4490682000.0,"585,082",395,"13,735",미국,주식회사 우리네트웍스
싱 스트리트,2016.5.19,4489637672.0,"560,790",494,"22,825","아일랜드,영국,미국",(주)이수C&E
극장판 헬로카봇: 옴파로스 섬의 비밀,2019.1.31,4485953140.0,"575,362",752,"15,827",한국,(주)넥스트엔터테인먼트월드(NEW)
헝거게임: 판엠의 불꽃,2012.4.5,4478418000.0,"607,956",514,"24,924",미국,롯데쇼핑㈜롯데엔터테인먼트
타이타닉,1998.2.20,4473640500.0,"369,643",272,"10,365",미국,"씨네힐,이십세기폭스코리아(주)"
그린 존,2010.3.25,4460075000.0,"596,403",268,"27,563",미국,(주)싸이더스
메카닉: 리크루트,2016.8.31,4458200800.0,"551,897",320,"17,497","미국,프랑스",(주)제이앤씨미디어그룹
타잔 3D,2014.1.9,4452845000.0,"597,142",527,"12,994",독일,(주)싸이더스
"그날, 바다",2018.4.12,4446000528.0,"540,631",643,"30,376",한국,(주)엣나인필름
더 임파서블,2013.1.17,4445235500.0,"622,704",407,"19,595","스페인,미국",롯데쇼핑㈜롯데엔터테인먼트
미쓰GO,2012.6.21,4441859000.0,"611,685",440,"24,851",한국,(주)넥스트엔터테인먼트월드(NEW)
오션스,2010.7.28,4403647500.0,"640,632",212,"14,915",프랑스,롯데쇼핑㈜롯데엔터테인먼트
맨 온 렛지,2012.2.22,4393531500.0,"591,841",408,"22,440",미국,롯데쇼핑㈜롯데엔터테인먼트
패션왕,2014.11.6,4367545379.0,"594,871",523,"25,487",한국,(주)넥스트엔터테인먼트월드(NEW)
피에타,2012.9.6,4355592500.0,"603,283",326,"23,106",한국,(주)넥스트엔터테인먼트월드(NEW)
그레이트 월,2017.2.15,4355441358.0,"501,486",598,"23,094","미국,중국",유니버설픽쳐스인터내셔널 코리아(유)
스텝 업: 올 인,2014.9.3,4337490134.0,"564,589",325,"15,372",미국,(주)나이너스엔터테인먼트
다크 섀도우,2012.5.10,4326459000.0,"582,126",394,"18,978",미국,워너브러더스 코리아(주)
PMC: 더 벙커,2018.12.26,4320591057.0,"492,517",893,"23,116",한국,(주)씨제이이엔엠
인시디어스4: 라스트 키,2018.1.31,4301309864.0,"554,521",769,"23,869",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
반가운 살인자,2010.4.8,4285830500.0,"590,531",264,"29,724",한국,롯데쇼핑㈜롯데엔터테인먼트
얼라이드,2017.1.11,4278041179.0,"518,886",546,"19,875",미국,롯데쇼핑㈜롯데엔터테인먼트
글래스,2019.1.17,4277452982.0,"466,475",837,"24,194",미국,월트디즈니컴퍼니코리아 유한책임회사
이층의 악당,2010.11.24,4271750500.0,"596,851",379,"26,998",한국,(주)싸이더스
레터스 투 줄리엣,2010.10.6,4270689500.0,"582,958",283,"28,683",미국,(주)넥스트엔터테인먼트월드(NEW)
루퍼,2012.10.11,4265566000.0,"571,922",386,"23,599",미국,(주)에스비에스콘텐츠허브
셰이프 오브 워터: 사랑의 모양,2018.2.22,4218077050.0,"507,102",404,"20,200",미국,이십세기폭스코리아(주)
명탐정 코난 : 침묵의 15분,2011.8.3,4212992000.0,"644,652",275,"12,017",일본,(주)미디어데이
스타 이즈 본,2018.10.9,4197504400.0,"483,852",555,"25,781",미국,워너브러더스 코리아(주)
퀴즈왕,2010.9.16,4188846000.0,"573,001",321,"23,579",한국,(주)시네마서비스
마이 웨이,2011.12.21,4181348000.0,"556,628",588,"22,546","한국,일본,중국","에스케이플래닛(주),(주)씨제이이엔엠"
퍼스트 어벤져,2011.7.28,4161976500.0,"514,309",362,"13,941",미국,(주)씨제이이엔엠
거울나라의 앨리스,2016.9.7,4145733267.0,"513,202",515,"19,585",미국,월트디즈니컴퍼니코리아(주)
다이노소어 어드벤처 3D,2013.12.19,4140930000.0,"507,164",464,"8,994","미국,영국",이십세기폭스코리아(주)
몬스터,2014.3.13,4138207515.0,"526,557",527,"25,460",한국,롯데쇼핑㈜롯데엔터테인먼트
러브 & 드럭스,2011.1.13,4125733000.0,"527,077",284,"14,250",미국,이십세기폭스코리아(주)
헬머니,2015.3.5,4120166972.0,"522,929",422,"24,846",한국,(주)넥스트엔터테인먼트월드(NEW)
호두까기 인형과 4개의 왕국,2018.12.6,4120048900.0,"513,767",294,"14,238",미국,월트디즈니컴퍼니코리아 유한책임회사
고스트버스터즈,2016.8.25,4116570075.0,"515,553",511,"18,026",미국,유니버설픽쳐스인터내셔널 코리아(유)
백설공주,2012.5.3,4097396000.0,"585,473",386,"20,746",미국,롯데쇼핑㈜롯데엔터테인먼트
곰돌이 푸 다시 만나 행복해,2018.10.3,4093369860.0,"492,201",536,"21,601",미국,월트디즈니컴퍼니코리아 유한책임회사
아이스 에이지: 지구 대충돌,2016.7.20,4092484600.0,"553,760",580,"13,018",미국,이십세기폭스코리아(주)
어바웃 타임,2013.12.5,4077030200.0,"536,634",282,"12,323",영국,유니버설픽쳐스인터내셔널 코리아(유)
메리와 마녀의 꽃,2017.12.7,4064280239.0,"535,331",751,"21,383",일본,CGV아트하우스
마법사의 제자,2010.7.21,4057522000.0,"570,775",300,"19,017",미국,한국소니픽쳐스릴리징브에나비스타영화㈜
발레리안: 천 개 행성의 도시,2017.8.30,4047756408.0,"511,931",629,"23,405",프랑스,판씨네마(주)
섀도우 헌터스: 뼈의 도시,2013.9.12,4034176500.0,"571,074",374,"18,273","미국,독일",롯데쇼핑㈜롯데엔터테인먼트
변산,2018.7.4,4016562273.0,"490,519",763,"27,504",한국,메가박스중앙(주)플러스엠
화이트 하우스 다운,2013.6.27,4015707500.0,"569,500",480,"19,850",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
명탐정 코난: 천공의 난파선,2010.7.21,4002088500.0,"618,420",235,"11,902",일본,에이원엔터테인먼트
