영화명,개봉일,매출액,관객수,스크린수,상영횟수,대표국적,배급사
명탐정 코난 : 이차원의 저격수,2014.8.6,"2,768,375,000","398,606",299,"6,834",일본,(주)씨제이이엔엠
나의 독재자,2014.10.30,"2,906,674,546","385,932",654,"24,217",한국,롯데쇼핑㈜롯데엔터테인먼트
천재 강아지 미스터 피바디,2014.4.24,"2,859,791,400","385,552",533,"10,520",미국,(주)씨제이이엔엠
그녀,2014.5.22,"2,858,143,500","350,618",168,"9,980",미국,"주식회사 더쿱,유니버설픽쳐스인터내셔널 코리아(유)"
하이힐,2014.6.3,"2,750,311,500","341,634",385,"16,750",한국,롯데쇼핑㈜롯데엔터테인먼트
선 오브 갓,2014.4.10,"2,393,896,300","329,252",419,"15,313",미국,(주)프레인글로벌
잭 라이언 : 코드네임 쉐도우,2014.1.16,"2,395,391,500","327,589",419,"12,908",미국,(주)씨제이이엔엠
"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",2014.1.9,"2,080,468,500","320,409",406,"8,363",일본,(주)씨제이이엔엠
숲속으로,2014.12.24,"2,409,562,888","317,406",356,"7,709",미국,월트디즈니컴퍼니코리아(주)
레드카펫,2014.10.23,"2,405,669,580","316,953",385,"17,696",한국,(주)프레인글로벌
미녀와 야수,2014.6.18,"2,393,617,300","316,332",387,"15,414",프랑스,(주)넥스트엔터테인먼트월드(NEW)
비행기 2: 소방구조대,2014.8.13,"2,246,970,700","311,456",341,"6,562",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
프랑켄슈타인: 불멸의 영웅,2014.2.6,"2,175,466,123","299,205",378,"12,113",미국,(주)쇼박스
"러브, 로지",2014.12.10,"2,223,782,646","292,177",379,"11,935",영국,(주)넥스트엔터테인먼트월드(NEW)
베테랑,2015.8.5,"105,168,155,250","13,414,009","1,115","199,231",한국,(주)씨제이이엔엠
암살,2015.7.22,"98,463,132,781","12,705,700","1,519","175,185",한국,(주)쇼박스
어벤져스: 에이지 오브 울트론,2015.4.23,"88,582,586,366","10,494,499","1,843","191,778",미국,"월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아(주)"
내부자들,2015.11.19,"56,465,665,657","7,055,332","1,129","152,265",한국,(주)쇼박스
사도,2015.9.16,"48,842,902,501","6,246,849","1,210","124,246",한국,(주)쇼박스
킹스맨 : 시크릿 에이전트,2015.2.11,"50,369,009,795","6,129,681",728,"139,988",미국,이십세기폭스코리아(주)
미션 임파서블: 로그네이션,2015.7.30,"48,547,353,607","6,126,488","1,202","89,682",미국,롯데쇼핑㈜롯데엔터테인먼트
연평해전,2015.6.24,"45,563,228,330","6,043,784","1,013","114,450",한국,(주)넥스트엔터테인먼트월드(NEW)
쥬라기 월드,2015.6.11,"47,800,698,826","5,546,792","1,290","118,959",미국,유니버설픽쳐스인터내셔널 코리아(유)
검은 사제들,2015.11.5,"42,405,282,092","5,442,128","1,109","131,155",한국,(주)씨제이이엔엠
히말라야,2015.12.16,"39,469,775,448","5,129,409","1,095","81,042",한국,(주)씨제이이엔엠
인사이드 아웃,2015.7.9,"38,024,694,936","4,969,735",931,"84,000",미국,월트디즈니컴퍼니코리아(주)
마션,2015.10.8,"39,663,145,295","4,880,800","1,132","114,183",미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)"
조선명탐정 : 사라진 놉의 딸,2015.2.11,"30,456,879,428","3,872,015",825,"80,499",한국,(주)쇼박스
매드 맥스: 분노의 도로,2015.5.14,"32,912,842,162","3,843,343",799,"98,824",미국,워너브러더스 코리아(주)
인턴,2015.9.24,"28,517,727,148","3,610,564",659,"81,552",미국,워너브러더스 코리아(주)
분노의 질주: 더 세븐,2015.4.1,"26,454,098,694","3,247,955",983,"93,612",미국,유니버설픽쳐스인터내셔널 코리아(유)
터미네이터 제니시스,2015.7.2,"26,556,715,129","3,240,370","1,113","77,590",미국,롯데쇼핑㈜롯데엔터테인먼트
스물,2015.3.25,"23,563,421,686","3,044,811",926,"100,161",한국,(주)넥스트엔터테인먼트월드(NEW)
극비수사,2015.6.18,"22,389,535,897","2,860,786",894,"66,211",한국,(주)쇼박스
앤트맨,2015.9.3,"23,529,209,937","2,841,795",949,"74,649",미국,월트디즈니컴퍼니코리아(주)
스타워즈: 깨어난 포스,2015.12.17,"24,149,478,540","2,803,234",940,"56,425",미국,월트디즈니컴퍼니코리아(주)
빅 히어로,2015.1.21,"21,993,119,765","2,801,949",825,"62,229",미국,월트디즈니컴퍼니코리아(주)
메이즈 러너: 스코치 트라이얼,2015.9.16,"21,596,946,349","2,744,413",804,"58,725",미국,이십세기폭스코리아(주)
탐정 : 더 비기닝,2015.9.24,"20,463,956,973","2,625,686",764,"54,995",한국,(주)씨제이이엔엠
미니언즈,2015.7.29,"18,998,046,278","2,625,599",792,"41,946",미국,유니버설픽쳐스인터내셔널 코리아(유)
악의 연대기,2015.5.14,"17,361,815,332","2,192,525",776,"64,351",한국,(주)씨제이이엔엠
강남 1970,2015.1.21,"17,718,699,499","2,192,276",841,"53,304",한국,(주)쇼박스
뷰티 인사이드,2015.8.20,"16,148,479,531","2,053,435",648,"52,618",한국,(주)넥스트엔터테인먼트월드(NEW)
오늘의 연애,2015.1.14,"14,924,654,487","1,891,993",709,"47,237",한국,(주)씨제이이엔엠
테이큰 3,2015.1.1,"15,088,105,000","1,860,934",616,"38,060",미국,이십세기폭스코리아(주)
007 스펙터,2015.11.11,"14,301,476,030","1,820,760","1,105","51,940",영국,유니버설픽쳐스인터내셔널 코리아(유)
이미테이션 게임,2015.2.17,"13,655,929,120","1,743,963",541,"44,782",영국,메가박스중앙(주)플러스엠
샌 안드레아스,2015.6.3,"14,435,844,152","1,716,455",847,"62,016",미국,워너브러더스 코리아(주)
쎄시봉,2015.2.5,"13,571,515,911","1,715,370",829,"51,744",한국,(주)씨제이이엔엠
더 폰,2015.10.22,"12,309,164,568","1,593,694",794,"53,599",한국,(주)넥스트엔터테인먼트월드(NEW)
위플래쉬,2015.3.12,"12,656,619,045","1,589,032",574,"56,028",미국,"워터홀컴퍼니(주),(주)쇼박스"
대호,2015.12.16,"12,104,808,332","1,584,168",892,"39,599",한국,(주)넥스트엔터테인먼트월드(NEW)
마다가스카의 펭귄,2014.12.31,"11,450,482,159","1,512,340",615,"27,171",미국,(주)씨제이이엔엠
차이나타운,2015.4.29,"11,990,370,378","1,472,106",551,"45,137",한국,CGV아트하우스
장수상회,2015.4.9,"8,737,364,643","1,165,780",688,"52,928",한국,(주)씨제이이엔엠
성난 변호사,2015.10.8,"8,723,650,039","1,128,288",607,"36,990",한국,(주)씨제이이엔엠
간신,2015.5.21,"8,946,842,910","1,110,246",697,"40,580",한국,롯데쇼핑㈜롯데엔터테인먼트
박물관이 살아있다 : 비밀의 무덤,2015.1.14,"8,170,784,606","1,101,678",500,"30,146",미국,이십세기폭스코리아(주)
그놈이다,2015.10.28,"8,096,427,152","1,046,015",681,"38,678",한국,CGV아트하우스
미쓰 와이프,2015.8.13,"7,387,086,869","988,451",437,"28,864",한국,메가박스중앙(주)플러스엠
몬스터 호텔 2,2015.12.24,"7,029,012,585","962,770",686,"12,388",미국,유니버설픽쳐스인터내셔널 코리아(유)
허삼관,2015.1.14,"7,408,943,569","955,679",621,"27,645",한국,(주)넥스트엔터테인먼트월드(NEW)
살인의뢰,2015.3.12,"6,986,456,737","855,980",646,"35,244",한국,씨네그루(주)다우기술
손님,2015.7.9,"6,385,937,880","828,025",634,"23,404",한국,(주)씨제이이엔엠
인시디어스 3,2015.7.9,"6,396,650,620","825,517",416,"20,824",미국,유니버설픽쳐스인터내셔널 코리아(유)
하트 오브 더 씨,2015.12.3,"6,777,420,023","809,399",535,"29,219",미국,워너브러더스 코리아(주)
헝거게임: 더 파이널,2015.11.18,"6,069,167,163","806,520",661,"26,973",미국,롯데쇼핑㈜롯데엔터테인먼트
신데렐라,2015.3.19,"5,500,502,900","716,491",531,"27,508",미국,월트디즈니컴퍼니코리아(주)
픽셀,2015.7.16,"5,390,909,947","681,945",557,"21,307",미국,유니버설픽쳐스인터내셔널 코리아(유)
열정같은소리하고있네,2015.11.25,"4,758,959,902","654,102",566,"30,459",한국,(주)넥스트엔터테인먼트월드(NEW)
특종: 량첸살인기,2015.10.22,"4,754,763,118","616,481",776,"31,783",한국,롯데쇼핑㈜롯데엔터테인먼트
서부전선,2015.9.24,"4,751,661,400","609,063",509,"18,935",한국,롯데쇼핑㈜롯데엔터테인먼트
채피,2015.3.12,"4,620,380,654","573,661",536,"24,669",미국,유니버설픽쳐스인터내셔널 코리아(유)
극장판 요괴워치: 탄생의 비밀이다냥!,2015.7.22,"3,888,539,100","550,924",509,"11,765",일본,(주)씨제이이엔엠
헬머니,2015.3.5,"4,120,166,972","522,929",422,"24,846",한국,(주)넥스트엔터테인먼트월드(NEW)
도라에몽 : 스탠 바이 미,2015.2.12,"3,684,756,429","503,968",432,"13,063",일본,(주)넥스트엔터테인먼트월드(NEW)
위험한 상견례 2,2015.4.29,"3,575,384,754","472,693",429,"18,409",한국,"롯데쇼핑㈜롯데엔터테인먼트,(주)마인스 엔터테인먼트"
명탐정 코난 : 화염의 해바라기,2015.8.5,"3,296,031,400","471,205",433,"8,877",일본,(주)씨제이이엔엠
순수의 시대,2015.3.5,"3,740,948,828","469,891",546,"23,623",한국,(주)씨제이이엔엠
오피스,2015.9.3,"3,460,460,230","441,208",425,"18,575",한국,(주)리틀빅픽쳐스
"협녀, 칼의 기억",2015.8.13,"3,360,045,489","431,310",572,"16,099",한국,롯데쇼핑㈜롯데엔터테인먼트
어린왕자,2015.12.23,"3,195,586,794","428,855",494,"8,384",프랑스,씨네그루(주)다우기술
무뢰한,2015.5.27,"3,262,207,431","414,641",482,"23,660",한국,CGV아트하우스
판타스틱 4,2015.8.20,"3,029,310,600","399,667",451,"16,241",미국,이십세기폭스코리아(주)
뽀로로 극장판 컴퓨터 왕국 대모험,2015.12.10,"2,902,090,600","391,760",544,"10,893",한국,(주)넥스트엔터테인먼트월드(NEW)
내 심장을 쏴라,2015.1.28,"2,856,859,132","387,409",452,"20,042",한국,"(주)리틀빅픽쳐스,(주)이수C&E"
소수의견,2015.6.24,"2,892,681,205","383,582",398,"16,273",한국,(주)시네마서비스
그레이의 50가지 그림자,2015.2.26,"2,918,598,796","364,415",512,"19,227",미국,유니버설픽쳐스인터내셔널 코리아(유)
홈,2015.5.21,"2,693,335,391","360,742",532,"10,484",미국,(주)씨제이이엔엠
경성학교: 사라진 소녀들,2015.6.18,"2,749,609,100","356,415",489,"18,520",한국,롯데쇼핑㈜롯데엔터테인먼트
치외법권,2015.8.27,"2,664,941,005","346,483",446,"15,297",한국,판씨네마(주)
아메리칸 스나이퍼,2015.1.14,"2,800,001,438","344,766",308,"10,769",미국,워너브러더스 코리아(주)
에베레스트,2015.9.24,"3,055,119,748","332,180",331,"9,343",미국,유니버설픽쳐스인터내셔널 코리아(유)
스폰지밥 3D,2015.2.18,"2,458,946,200","325,016",357,"8,415",미국,(주)씨제이이엔엠
극적인 하룻밤,2015.12.3,"2,610,567,429","320,884",434,"18,332",한국,CGV아트하우스
뮨: 달의 요정,2015.9.24,"2,333,203,700","319,384",365,"6,895",프랑스,"(주)스마일이엔티,씨네그루(주)다우기술"
도리화가,2015.11.25,"2,246,950,339","317,505",563,"19,168",한국,(주)씨제이이엔엠
이터널 선샤인,2005.11.10,"2,581,017,592","315,447",108,"8,891",미국,"(주)노바미디어,코리아픽쳐스(주)"
주피터 어센딩,2015.2.5,"2,687,549,879","309,842",561,"16,454",미국,워너브러더스 코리아(주)
패딩턴,2015.1.7,"2,246,438,729","305,102",408,"9,738",영국,롯데쇼핑㈜롯데엔터테인먼트
오즈의 마법사: 돌아온 도로시,2015.2.12,"2,176,416,000","298,482",330,"7,787",미국,(주)박수엔터테인먼트
런 올 나이트,2015.3.19,"2,293,671,495","289,534",411,"15,865",미국,워너브러더스 코리아(주)
다이노 타임,2015.4.30,"2,108,596,800","284,900",430,"6,713",한국,(주)씨제이이엔엠
인서전트,2015.3.25,"2,158,449,889","282,662",480,"18,214",미국,롯데쇼핑㈜롯데엔터테인먼트
백 투 더 비기닝,2015.2.26,"2,018,287,400","266,610",423,"13,839",미국,롯데쇼핑㈜롯데엔터테인먼트
투모로우랜드,2015.5.27,"2,083,283,000","265,810",435,"14,640",미국,월트디즈니컴퍼니코리아(주)
스파이 브릿지,2015.11.5,"2,049,608,478","264,872",425,"12,434",미국,이십세기폭스코리아(주)
개를 훔치는 완벽한 방법,2014.12.31,"2,019,629,065","263,300",199,"8,008",한국,"(주)리틀빅픽쳐스,(주)대명문화공장"
함정,2015.9.10,"2,090,877,200","257,990",445,"10,899",한국,(주)인벤트스톤
부산행,2016.7.20,"93,178,283,048","11,565,479","1,788","151,315",한국,(주)넥스트엔터테인먼트월드(NEW)
검사외전,2016.2.3,"77,320,403,264","9,707,581","1,812","153,532",한국,(주)쇼박스
캡틴 아메리카: 시빌 워,2016.4.27,"72,672,111,827","8,677,249","1,991","161,696",미국,월트디즈니컴퍼니코리아(주)
밀정,2016.9.7,"61,269,783,831","7,500,420","1,444","138,161",한국,워너브러더스 코리아(주)
터널,2016.8.10,"57,529,484,417","7,120,508","1,105","113,201",한국,(주)쇼박스
인천상륙작전,2016.7.27,"55,101,410,303","7,049,643","1,049","97,019",한국,(주)씨제이이엔엠
럭키,2016.10.13,"56,444,461,256","6,975,290","1,234","155,977",한국,(주)쇼박스
곡성,2016.5.12,"55,863,520,382","6,879,908","1,485","130,322",한국,이십세기폭스코리아(주)
덕혜옹주,2016.8.3,"44,393,828,109","5,599,229",964,"97,312",한국,롯데쇼핑㈜롯데엔터테인먼트
닥터 스트레인지,2016.10.26,"47,481,830,396","5,446,239","1,503","162,856",미국,월트디즈니컴퍼니코리아(주)
마스터,2016.12.21,"39,784,641,065","4,935,320","1,501","70,786",한국,(주)씨제이이엔엠
주토피아,2016.2.17,"37,096,057,742","4,706,158",735,"131,005",미국,월트디즈니컴퍼니코리아(주)
신비한 동물사전,2016.11.16,"39,300,515,858","4,662,534","1,431","115,676",미국,워너브러더스 코리아(주)
판도라,2016.12.7,"33,955,398,164","4,313,864","1,184","90,758",한국,(주)넥스트엔터테인먼트월드(NEW)
아가씨,2016.6.1,"35,211,229,991","4,287,839","1,171","90,365",한국,(주)씨제이이엔엠
쿵푸팬더3,2016.1.28,"31,340,798,156","3,984,812","1,365","97,404",미국,(주)씨제이이엔엠
귀향,2016.2.24,"27,249,738,990","3,587,173",876,"90,286",한국,(주)와우픽쳐스
데드풀,2016.2.17,"27,595,618,651","3,317,196","1,036","82,521",미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)"
나우 유 씨 미 2,2016.7.13,"25,116,690,113","3,100,113","1,200","56,981",미국,롯데쇼핑㈜롯데엔터테인먼트
형,2016.11.23,"23,113,768,293","2,979,659",993,"83,518",한국,(주)씨제이이엔엠
엑스맨: 아포칼립스,2016.5.25,"24,467,887,950","2,938,818","1,262","66,471",미국,이십세기폭스코리아(주)
미스 페레그린과 이상한 아이들의 집,2016.9.28,"21,841,214,586","2,718,158",904,"70,451",미국,이십세기폭스코리아(주)
제이슨 본,2016.7.27,"21,253,434,663","2,611,966",827,"39,806",미국,유니버설픽쳐스인터내셔널 코리아(유)
도리를 찾아서,2016.7.6,"20,703,899,933","2,601,734","1,091","55,110",미국,월트디즈니컴퍼니코리아(주)
아수라,2016.9.28,"20,576,226,662","2,594,028","1,278","68,040",한국,(주)씨제이이엔엠
정글북,2016.6.9,"21,517,647,134","2,537,438",924,"59,041",미국,월트디즈니컴퍼니코리아(주)
마이펫의 이중생활,2016.8.3,"19,406,436,655","2,520,670",726,"39,653",미국,유니버설픽쳐스인터내셔널 코리아(유)
라라랜드,2016.12.7,"19,996,139,232","2,385,108",727,"56,408",미국,판씨네마(주)
배트맨 대 슈퍼맨: 저스티스의 시작,2016.3.24,"18,906,246,428","2,256,913","1,709","95,669",미국,워너브러더스 코리아(주)
굿바이 싱글,2016.6.29,"16,912,706,195","2,108,273",841,"56,380",한국,(주)쇼박스
봉이 김선달,2016.7.6,"16,227,052,642","2,051,277",942,"51,418",한국,(주)씨제이이엔엠
레버넌트: 죽음에서 돌아온 자,2016.1.14,"16,107,360,130","2,007,188",967,"55,063",미국,이십세기폭스코리아(주)
컨저링 2,2016.6.9,"15,759,374,229","1,928,605",640,"45,816",미국,워너브러더스 코리아(주)
내부자들: 디 오리지널,2015.12.31,"15,742,927,260","1,924,720",838,"45,697",한국,(주)쇼박스
수어사이드 스쿼드,2016.8.3,"15,874,111,188","1,898,220",823,"29,512",미국,워너브러더스 코리아(주)
인디펜던스 데이 : 리써전스,2016.6.22,"12,770,879,840","1,500,830",926,"47,432",미국,이십세기폭스코리아(주)
탐정 홍길동: 사라진 마을,2016.5.4,"11,516,170,845","1,430,885",764,"41,076",한국,(주)씨제이이엔엠
벤허,2016.9.14,"11,410,860,395","1,400,301",717,"38,941",미국,롯데쇼핑㈜롯데엔터테인먼트
굿 다이노,2016.1.7,"9,756,167,238","1,328,913",814,"33,127",미국,월트디즈니컴퍼니코리아(주)
셜록: 유령신부,2016.1.2,"9,992,425,049","1,278,894",891,"32,683",영국,메가박스중앙(주)플러스엠
특별수사: 사형수의 편지,2016.6.16,"9,929,947,065","1,241,899",691,"39,372",한국,(주)넥스트엔터테인먼트월드(NEW)
시간이탈자,2016.4.13,"9,731,838,195","1,202,384",733,"55,075",한국,(주)씨제이이엔엠
동주,2016.2.17,"8,889,077,089","1,172,641",543,"39,958",한국,메가박스중앙(주)플러스엠
워크래프트: 전쟁의 서막,2016.6.9,"10,142,271,205","1,163,274",736,"34,087",미국,유니버설픽쳐스인터내셔널 코리아(유)
스타트렉 비욘드,2016.8.17,"10,190,375,820","1,157,156",716,"38,199",미국,롯데쇼핑㈜롯데엔터테인먼트
미씽: 사라진 여자,2016.11.30,"8,881,616,256","1,153,109",790,"40,617",한국,메가박스중앙(주)플러스엠
"당신, 거기 있어줄래요",2016.12.14,"8,999,085,248","1,124,815",767,"39,181",한국,롯데쇼핑㈜롯데엔터테인먼트
라이트 아웃,2016.8.24,"8,893,059,975","1,111,284",659,"34,444",미국,워너브러더스 코리아(주)
오빠생각,2016.1.21,"8,060,591,287","1,069,864",855,"44,801",한국,(주)넥스트엔터테인먼트월드(NEW)
"날, 보러와요",2016.4.7,"8,836,144,063","1,063,442",683,"49,237",한국,메가박스중앙(주)플러스엠
씽,2016.12.21,"8,203,857,789","1,063,175",795,"19,645",미국,유니버설픽쳐스인터내셔널 코리아(유)
맨 인 더 다크,2016.10.5,"8,480,368,672","1,003,406",671,"40,136",미국,유니버설픽쳐스인터내셔널 코리아(유)
"고산자, 대동여지도",2016.9.7,"7,801,007,258","974,262",765,"38,048",한국,(주)씨제이이엔엠
미 비포 유,2016.6.1,"7,663,772,990","945,172",481,"28,458",미국,워너브러더스 코리아(주)
매그니피센트 7,2016.9.14,"7,633,490,421","921,317",579,"27,648",미국,유니버설픽쳐스인터내셔널 코리아(유)
갓 오브 이집트,2016.3.3,"7,621,291,624","919,834",618,"35,323",미국,"(주)시네마서비스,(주)나이너스엔터테인먼트"
레전드 오브 타잔,2016.6.29,"7,196,970,717","858,402",593,"28,021",미국,워너브러더스 코리아(주)
좋아해줘,2016.2.17,"6,572,774,337","848,148",637,"27,125",한국,(주)씨제이이엔엠
브리짓 존스의 베이비,2016.9.28,"6,678,585,874","820,995",509,"30,736",미국,유니버설픽쳐스인터내셔널 코리아(유)
스플릿,2016.11.9,"6,102,712,539","758,195",702,"32,616",한국,오퍼스픽쳐스(유)
런던 해즈 폴른,2016.3.10,"5,908,367,979","731,584",526,"37,569",미국,메가박스중앙(주)플러스엠
국가대표 2,2016.8.10,"5,482,232,042","709,929",562,"20,689",한국,메가박스중앙(주)플러스엠
인페르노,2016.10.19,"5,656,281,303","689,071",754,"31,809",미국,유니버설픽쳐스인터내셔널 코리아(유)
앵그리버드 더 무비,2016.5.19,"5,218,111,744","680,606",661,"15,812",미국,유니버설픽쳐스인터내셔널 코리아(유)
그날의 분위기,2016.1.14,"5,149,571,612","653,287",592,"27,186",한국,(주)쇼박스
사냥,2016.6.29,"4,912,658,515","645,922",696,"28,862",한국,롯데쇼핑㈜롯데엔터테인먼트
널 기다리며,2016.3.10,"5,234,303,336","635,235",551,"33,774",한국,(주)넥스트엔터테인먼트월드(NEW)
설리: 허드슨강의 기적,2016.9.28,"5,234,170,754","627,102",573,"26,609",미국,워너브러더스 코리아(주)
잭 리처: 네버 고 백,2016.11.30,"4,638,072,258","611,097",667,"23,659",미국,롯데쇼핑㈜롯데엔터테인먼트
로그 원: 스타워즈 스토리,2016.12.28,"5,127,537,094","596,487",907,"15,441",미국,월트디즈니컴퍼니코리아 유한책임회사
싱 스트리트,2016.5.19,"4,489,637,672","560,790",494,"22,825",아일랜드,(주)이수C&E
아이스 에이지: 지구 대충돌,2016.7.20,"4,092,484,600","553,760",580,"13,018",미국,이십세기폭스코리아(주)
메카닉: 리크루트,2016.8.31,"4,458,200,800","551,897",320,"17,497",미국,(주)제이앤씨미디어그룹
고스트버스터즈,2016.8.25,"4,116,570,075","515,553",511,"18,026",미국,유니버설픽쳐스인터내셔널 코리아(유)
거울나라의 앨리스,2016.9.7,"4,145,733,267","513,202",515,"19,585",미국,월트디즈니컴퍼니코리아(주)
가려진 시간,2016.11.16,"3,946,462,400","510,878",884,"30,404",한국,(주)쇼박스
명탐정 코난: 순흑의 악몽,2016.8.3,"3,766,157,500","508,869",447,"7,983",일본,(주)씨제이이엔엠
해어화,2016.4.13,"3,768,200,759","485,695",572,"32,322",한국,롯데쇼핑㈜롯데엔터테인먼트
계춘할망,2016.5.19,"3,600,794,348","482,516",526,"19,644",한국,(주)콘텐츠 난다긴다
"로봇, 소리",2016.1.27,"3,519,595,560","476,665",609,"25,502",한국,롯데쇼핑㈜롯데엔터테인먼트
빅쇼트,2016.1.21,"3,622,652,707","446,712",489,"17,316",미국,롯데쇼핑㈜롯데엔터테인먼트
헌츠맨: 윈터스 워,2016.4.13,"3,544,262,706","445,009",557,"25,789",미국,유니버설픽쳐스인터내셔널 코리아(유)
나를 잊지 말아요,2016.1.7,"3,398,915,000","425,799",559,"19,138",한국,(주)씨제이이엔엠
나의 소녀시대,2016.5.12,"3,314,491,150","409,537",201,"12,404",대만,오드
조선마술사,2015.12.30,"3,143,566,733","403,919",608,"13,708",한국,롯데쇼핑㈜롯데엔터테인먼트
언더 워터,2016.7.13,"3,111,772,391","384,789",518,"13,058",미국,유니버설픽쳐스인터내셔널 코리아(유)
클로버필드 10번지,2016.4.7,"2,928,428,655","357,736",575,"24,680",미국,롯데쇼핑㈜롯데엔터테인먼트
위자: 저주의 시작,2016.11.9,"2,637,517,406","331,877",467,"15,660",미국,유니버설픽쳐스인터내셔널 코리아(유)
극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016.7.20,"2,467,275,080","330,725",403,"6,607",일본,(주)씨제이이엔엠
아기배달부 스토크,2016.12.7,"2,436,955,700","322,354",538,"9,388",미국,워너브러더스 코리아(주)
캐롤,2016.2.4,"2,645,756,616","319,357",288,"11,092",미국,CGV아트하우스
위대한 소원,2016.4.21,"2,440,004,213","308,398",524,"22,769",한국,(주)넥스트엔터테인먼트월드(NEW)
스포트라이트,2016.2.24,"2,402,036,255","299,878",320,"13,482",미국,(주)팝엔터테인먼트
구스범스,2016.1.14,"2,221,639,712","297,356",515,"13,477",미국,유니버설픽쳐스인터내셔널 코리아(유)
포인트 브레이크,2016.1.7,"2,323,707,051","294,320",409,"12,111",미국,"(주)시네마서비스,(주)나이너스엔터테인먼트"
앨빈과 슈퍼밴드: 악동 어드벤처,2016.2.4,"2,125,772,200","292,495",380,"8,917",미국,이십세기폭스코리아(주)
혼숨,2016.10.26,"2,258,422,445","288,016",498,"14,510",한국,(주)프레인글로벌
택시운전사,2017.8.2,"95,853,645,649","12,186,327","1,906","184,075",한국,(주)쇼박스
신과함께-죄와 벌,2017.12.20,"68,350,496,432","8,539,495","1,912","91,301",한국,롯데쇼핑㈜롯데엔터테인먼트
공조,2017.1.18,"63,783,051,326","7,817,618","1,392","142,989",한국,(주)씨제이이엔엠
스파이더맨: 홈 커밍,2017.7.5,"59,125,813,820","7,258,678","1,965","164,448",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
범죄도시,2017.10.3,"56,318,014,149","6,879,841","1,315","149,334",한국,"메가박스중앙(주)플러스엠,(주)키위미디어그룹"
군함도,2017.7.26,"50,510,565,168","6,592,151","2,027","108,775",한국,(주)씨제이이엔엠
청년경찰,2017.8.9,"44,381,150,516","5,653,270","1,102","118,544",한국,롯데쇼핑㈜롯데엔터테인먼트
더 킹,2017.1.18,"43,488,814,535","5,317,693","1,310","107,983",한국,(주)넥스트엔터테인먼트월드(NEW)
킹스맨: 골든 서클,2017.9.27,"40,987,484,736","4,945,484","1,687","95,922",미국,이십세기폭스코리아(주)
토르: 라그나로크,2017.10.25,"39,227,691,395","4,853,778","1,640","137,423",미국,월트디즈니컴퍼니코리아 유한책임회사
꾼,2017.11.22,"31,312,029,795","4,018,035","1,314","117,398",한국,(주)쇼박스
강철비,2017.12.14,"31,994,897,566","4,014,293","1,426","66,760",한국,(주)넥스트엔터테인먼트월드(NEW)
남한산성,2017.10.3,"31,225,083,792","3,849,087","1,229","71,101",한국,(주)씨제이이엔엠
미이라,2017.6.6,"30,504,689,978","3,689,325","1,257","105,228",미국,유니버설픽쳐스인터내셔널 코리아(유)
분노의 질주: 더 익스트림,2017.4.12,"29,981,156,348","3,653,238","1,469","113,241",미국,유니버설픽쳐스인터내셔널 코리아(유)
너의 이름은.,2017.1.4,"29,251,793,156","3,637,608",947,"82,978",일본,메가박스중앙(주)플러스엠
슈퍼배드 3,2017.7.26,"24,217,091,019","3,324,874","1,057","59,388",미국,유니버설픽쳐스인터내셔널 코리아(유)
아이 캔 스피크,2017.9.21,"25,526,451,186","3,279,296","1,140","93,012",한국,"롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스"
캐리비안의 해적: 죽은 자는 말이 없다,2017.5.24,"24,975,495,122","3,049,894","1,357","85,225",미국,월트디즈니컴퍼니코리아 유한책임회사
프리즌,2017.3.23,"23,790,276,987","2,931,897","1,047","89,024",한국,(주)쇼박스
덩케르크,2017.7.20,"24,550,541,348","2,788,732","1,252","65,906",미국,워너브러더스 코리아(주)
가디언즈 오브 갤럭시 VOL. 2,2017.5.3,"23,452,686,686","2,735,721","1,218","63,789",미국,월트디즈니컴퍼니코리아 유한책임회사
살인자의 기억법,2017.9.6,"21,375,287,492","2,658,589","1,064","88,686",한국,(주)쇼박스
트랜스포머: 최후의 기사,2017.6.21,"21,501,959,228","2,614,601","1,739","87,234",미국,롯데쇼핑㈜롯데엔터테인먼트
보안관,2017.5.3,"20,844,488,409","2,588,628","1,091","63,709",한국,롯데쇼핑㈜롯데엔터테인먼트
조작된 도시,2017.2.9,"20,143,992,587","2,515,501","1,019","62,241",한국,(주)씨제이이엔엠
보스 베이비,2017.5.3,"18,936,306,704","2,452,245","1,116","48,379",미국,(주)씨제이이엔엠
재심,2017.2.15,"19,266,319,637","2,421,197",935,"68,402",한국,"오퍼스픽쳐스(유),CGV아트하우스"
박열,2017.6.28,"18,093,639,795","2,359,206","1,176","78,499",한국,메가박스중앙(주)플러스엠
모아나,2017.1.12,"18,056,417,307","2,310,206",953,"53,162",미국,월트디즈니컴퍼니코리아 유한책임회사
로건,2017.3.1,"18,391,060,223","2,169,109",954,"68,709",미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)"
